Time_index,TX_NG,TX_coal,TX_oil,Nuclear
4438,2.88,2.79,11.88,0.71
4439,2.88,2.79,11.88,0.71
4440,2.88,2.79,11.88,0.71
4441,2.88,2.79,11.88,0.71
4442,2.88,2.79,11.88,0.71
4443,2.88,2.79,11.88,0.71
4444,2.88,2.79,11.88,0.71
4445,2.88,2.79,11.88,0.71
4446,2.88,2.79,11.88,0.71
4447,2.88,2.79,11.88,0.71
4448,2.88,2.79,11.88,0.71
4449,2.88,2.79,11.88,0.71
4450,2.88,2.79,11.88,0.71
4451,2.88,2.79,11.88,0.71
4452,2.88,2.79,11.88,0.71
4453,2.88,2.79,11.88,0.71
4454,2.88,2.79,11.88,0.71
4455,2.88,2.79,11.88,0.71
4456,2.88,2.79,11.88,0.71
4457,2.88,2.79,11.88,0.71
4458,2.88,2.79,11.88,0.71
4459,2.88,2.79,11.88,0.71
4460,2.88,2.79,11.88,0.71
4461,2.88,2.79,11.88,0.71
4462,2.88,2.79,11.88,0.71
4463,2.88,2.79,11.88,0.71
4464,2.88,2.79,11.88,0.71
4465,2.88,2.79,11.88,0.71
4466,2.88,2.79,11.88,0.71
4467,2.88,2.79,11.88,0.71
4468,2.88,2.79,11.88,0.71
4469,2.88,2.79,11.88,0.71
4470,2.88,2.79,11.88,0.71
4471,2.88,2.79,11.88,0.71
4472,2.88,2.79,11.88,0.71
4473,2.88,2.79,11.88,0.71
4474,2.88,2.79,11.88,0.71
4475,2.88,2.79,11.88,0.71
4476,2.88,2.79,11.88,0.71
4477,2.88,2.79,11.88,0.71
4478,2.88,2.79,11.88,0.71
4479,2.88,2.79,11.88,0.71
4480,2.88,2.79,11.88,0.71
4481,2.88,2.79,11.88,0.71
4482,2.88,2.79,11.88,0.71
4483,2.88,2.79,11.88,0.71
4484,2.88,2.79,11.88,0.71
4485,2.88,2.79,11.88,0.71
4486,2.88,2.79,11.88,0.71
4487,2.88,2.79,11.88,0.71
4488,2.88,2.79,11.88,0.71
4489,2.88,2.79,11.88,0.71
4490,2.88,2.79,11.88,0.71
4491,2.88,2.79,11.88,0.71
4492,2.88,2.79,11.88,0.71
4493,2.88,2.79,11.88,0.71
4494,2.88,2.79,11.88,0.71
4495,2.88,2.79,11.88,0.71
4496,2.88,2.79,11.88,0.71
4497,2.88,2.79,11.88,0.71
4498,2.88,2.79,11.88,0.71
4499,2.88,2.79,11.88,0.71
4500,2.88,2.79,11.88,0.71
4501,2.88,2.79,11.88,0.71
4502,2.88,2.79,11.88,0.71
4503,2.88,2.79,11.88,0.71
4504,2.88,2.79,11.88,0.71
4505,2.88,2.79,11.88,0.71
4506,2.88,2.79,11.88,0.71
4507,2.88,2.79,11.88,0.71
4508,2.88,2.79,11.88,0.71
4509,2.88,2.79,11.88,0.71
4510,2.88,2.79,11.88,0.71
4511,2.88,2.79,11.88,0.71
4512,2.88,2.79,11.88,0.71
4513,2.88,2.79,11.88,0.71
4514,2.88,2.79,11.88,0.71
4515,2.88,2.79,11.88,0.71
4516,2.88,2.79,11.88,0.71
4517,2.88,2.79,11.88,0.71
4518,2.88,2.79,11.88,0.71
4519,2.88,2.79,11.88,0.71
4520,2.88,2.79,11.88,0.71
4521,2.88,2.79,11.88,0.71
4522,2.88,2.79,11.88,0.71
4523,2.88,2.79,11.88,0.71
4524,2.88,2.79,11.88,0.71
4525,2.88,2.79,11.88,0.71
4526,2.88,2.79,11.88,0.71
4527,2.88,2.79,11.88,0.71
4528,2.88,2.79,11.88,0.71
4529,2.88,2.79,11.88,0.71
4530,2.88,2.79,11.88,0.71
4531,2.88,2.79,11.88,0.71
4532,2.88,2.79,11.88,0.71
4533,2.88,2.79,11.88,0.71
4534,2.88,2.79,11.88,0.71
4535,2.88,2.79,11.88,0.71
4536,2.88,2.79,11.88,0.71
4537,2.88,2.79,11.88,0.71
4538,2.88,2.79,11.88,0.71
4539,2.88,2.79,11.88,0.71
4540,2.88,2.79,11.88,0.71
4541,2.88,2.79,11.88,0.71
4542,2.88,2.79,11.88,0.71
4543,2.88,2.79,11.88,0.71
4544,2.88,2.79,11.88,0.71
4545,2.88,2.79,11.88,0.71
4546,2.88,2.79,11.88,0.71
4547,2.88,2.79,11.88,0.71
4548,2.88,2.79,11.88,0.71
4549,2.88,2.79,11.88,0.71
4550,2.88,2.79,11.88,0.71
4551,2.88,2.79,11.88,0.71
4552,2.88,2.79,11.88,0.71
4553,2.88,2.79,11.88,0.71
4554,2.88,2.79,11.88,0.71
4555,2.88,2.79,11.88,0.71
4556,2.88,2.79,11.88,0.71
4557,2.88,2.79,11.88,0.71
4558,2.88,2.79,11.88,0.71
4559,2.88,2.79,11.88,0.71
4560,2.88,2.79,11.88,0.71
4561,2.88,2.79,11.88,0.71
4562,2.88,2.79,11.88,0.71
4563,2.88,2.79,11.88,0.71
4564,2.88,2.79,11.88,0.71
4565,2.88,2.79,11.88,0.71
4566,2.88,2.79,11.88,0.71
4567,2.88,2.79,11.88,0.71
4568,2.88,2.79,11.88,0.71
4569,2.88,2.79,11.88,0.71
4570,2.88,2.79,11.88,0.71
4571,2.88,2.79,11.88,0.71
4572,2.88,2.79,11.88,0.71
4573,2.88,2.79,11.88,0.71
4574,2.88,2.79,11.88,0.71
4575,2.88,2.79,11.88,0.71
4576,2.88,2.79,11.88,0.71
4577,2.88,2.79,11.88,0.71
4578,2.88,2.79,11.88,0.71
4579,2.88,2.79,11.88,0.71
4580,2.88,2.79,11.88,0.71
4581,2.88,2.79,11.88,0.71
4582,2.88,2.79,11.88,0.71
4583,2.88,2.79,11.88,0.71
4584,2.88,2.79,11.88,0.71
4585,2.88,2.79,11.88,0.71
4586,2.88,2.79,11.88,0.71
4587,2.88,2.79,11.88,0.71
4588,2.88,2.79,11.88,0.71
4589,2.88,2.79,11.88,0.71
4590,2.88,2.79,11.88,0.71
4591,2.88,2.79,11.88,0.71
4592,2.88,2.79,11.88,0.71
4593,2.88,2.79,11.88,0.71
4594,2.88,2.79,11.88,0.71
4595,2.88,2.79,11.88,0.71
4596,2.88,2.79,11.88,0.71
4597,2.88,2.79,11.88,0.71
4598,2.88,2.79,11.88,0.71
4599,2.88,2.79,11.88,0.71
4600,2.88,2.79,11.88,0.71
4601,2.88,2.79,11.88,0.71
4602,2.88,2.79,11.88,0.71
4603,2.88,2.79,11.88,0.71
4604,2.88,2.79,11.88,0.71
4605,2.88,2.79,11.88,0.71
4606,2.88,2.79,11.88,0.71
4607,2.88,2.79,11.88,0.71
4608,2.88,2.79,11.88,0.71
4609,2.88,2.79,11.88,0.71
4610,2.88,2.79,11.88,0.71
4611,2.88,2.79,11.88,0.71
4612,2.88,2.79,11.88,0.71
4613,2.88,2.79,11.88,0.71
4614,2.88,2.79,11.88,0.71
4615,2.88,2.79,11.88,0.71
4616,2.88,2.79,11.88,0.71
4617,2.88,2.79,11.88,0.71
4618,2.88,2.79,11.88,0.71
4619,2.88,2.79,11.88,0.71
4620,2.88,2.79,11.88,0.71
4621,2.88,2.79,11.88,0.71
4622,2.88,2.79,11.88,0.71
4623,2.88,2.79,11.88,0.71
4624,2.88,2.79,11.88,0.71
4625,2.88,2.79,11.88,0.71
4626,2.88,2.79,11.88,0.71
4627,2.88,2.79,11.88,0.71
4628,2.88,2.79,11.88,0.71
4629,2.88,2.79,11.88,0.71
4630,2.88,2.79,11.88,0.71
4631,2.88,2.79,11.88,0.71
4632,2.88,2.79,11.88,0.71
4633,2.88,2.79,11.88,0.71
4634,2.88,2.79,11.88,0.71
4635,2.88,2.79,11.88,0.71
4636,2.88,2.79,11.88,0.71
4637,2.88,2.79,11.88,0.71
4638,2.88,2.79,11.88,0.71
4639,2.88,2.79,11.88,0.71
4640,2.88,2.79,11.88,0.71
4641,2.88,2.79,11.88,0.71
4642,2.88,2.79,11.88,0.71
4643,2.88,2.79,11.88,0.71
4644,2.88,2.79,11.88,0.71
4645,2.88,2.79,11.88,0.71
4646,2.88,2.79,11.88,0.71
4647,2.88,2.79,11.88,0.71
4648,2.88,2.79,11.88,0.71
4649,2.88,2.79,11.88,0.71
4650,2.88,2.79,11.88,0.71
4651,2.88,2.79,11.88,0.71
4652,2.88,2.79,11.88,0.71
4653,2.88,2.79,11.88,0.71
4654,2.88,2.79,11.88,0.71
4655,2.88,2.79,11.88,0.71
4656,2.88,2.79,11.88,0.71
4657,2.88,2.79,11.88,0.71
4658,2.88,2.79,11.88,0.71
4659,2.88,2.79,11.88,0.71
4660,2.88,2.79,11.88,0.71
4661,2.88,2.79,11.88,0.71
4662,2.88,2.79,11.88,0.71
4663,2.88,2.79,11.88,0.71
4664,2.88,2.79,11.88,0.71
4665,2.88,2.79,11.88,0.71
4666,2.88,2.79,11.88,0.71
4667,2.88,2.79,11.88,0.71
4668,2.88,2.79,11.88,0.71
4669,2.88,2.79,11.88,0.71
4670,2.88,2.79,11.88,0.71
4671,2.88,2.79,11.88,0.71
4672,2.88,2.79,11.88,0.71
4673,2.88,2.79,11.88,0.71
4674,2.88,2.79,11.88,0.71
4675,2.88,2.79,11.88,0.71
4676,2.88,2.79,11.88,0.71
4677,2.88,2.79,11.88,0.71
4678,2.88,2.79,11.88,0.71
4679,2.88,2.79,11.88,0.71
4680,2.88,2.79,11.88,0.71
4681,2.88,2.79,11.88,0.71
4682,2.88,2.79,11.88,0.71
4683,2.88,2.79,11.88,0.71
4684,2.88,2.79,11.88,0.71
4685,2.88,2.79,11.88,0.71
4686,2.88,2.79,11.88,0.71
4687,2.88,2.79,11.88,0.71
4688,2.88,2.79,11.88,0.71
4689,2.88,2.79,11.88,0.71
4690,2.88,2.79,11.88,0.71
4691,2.88,2.79,11.88,0.71
4692,2.88,2.79,11.88,0.71
4693,2.88,2.79,11.88,0.71
4694,2.88,2.79,11.88,0.71
4695,2.88,2.79,11.88,0.71
4696,2.88,2.79,11.88,0.71
4697,2.88,2.79,11.88,0.71
4698,2.88,2.79,11.88,0.71
4699,2.88,2.79,11.88,0.71
4700,2.88,2.79,11.88,0.71
4701,2.88,2.79,11.88,0.71
4702,2.88,2.79,11.88,0.71
4703,2.88,2.79,11.88,0.71
4704,2.88,2.79,11.88,0.71
4705,2.88,2.79,11.88,0.71
4706,2.88,2.79,11.88,0.71
4707,2.88,2.79,11.88,0.71
4708,2.88,2.79,11.88,0.71
4709,2.88,2.79,11.88,0.71
4710,2.88,2.79,11.88,0.71
4711,2.88,2.79,11.88,0.71
4712,2.88,2.79,11.88,0.71
4713,2.88,2.79,11.88,0.71
4714,2.88,2.79,11.88,0.71
4715,2.88,2.79,11.88,0.71
4716,2.88,2.79,11.88,0.71
4717,2.88,2.79,11.88,0.71
4718,2.88,2.79,11.88,0.71
4719,2.88,2.79,11.88,0.71
4720,2.88,2.79,11.88,0.71
4721,2.88,2.79,11.88,0.71
4722,2.88,2.79,11.88,0.71
4723,2.88,2.79,11.88,0.71
4724,2.88,2.79,11.88,0.71
4725,2.88,2.79,11.88,0.71
4726,2.88,2.79,11.88,0.71
4727,2.88,2.79,11.88,0.71
4728,2.88,2.79,11.88,0.71
4729,2.88,2.79,11.88,0.71
4730,2.88,2.79,11.88,0.71
4731,2.88,2.79,11.88,0.71
4732,2.88,2.79,11.88,0.71
4733,2.88,2.79,11.88,0.71
4734,2.88,2.79,11.88,0.71
4735,2.88,2.79,11.88,0.71
4736,2.88,2.79,11.88,0.71
4737,2.88,2.79,11.88,0.71
4738,2.88,2.79,11.88,0.71
4739,2.88,2.79,11.88,0.71
4740,2.88,2.79,11.88,0.71
4741,2.88,2.79,11.88,0.71
4742,2.88,2.79,11.88,0.71
4743,2.88,2.79,11.88,0.71
4744,2.88,2.79,11.88,0.71
4745,2.88,2.79,11.88,0.71
4746,2.88,2.79,11.88,0.71
4747,2.88,2.79,11.88,0.71
4748,2.88,2.79,11.88,0.71
4749,2.88,2.79,11.88,0.71
4750,2.88,2.79,11.88,0.71
4751,2.88,2.79,11.88,0.71
4752,2.88,2.79,11.88,0.71
4753,2.88,2.79,11.88,0.71
4754,2.88,2.79,11.88,0.71
4755,2.88,2.79,11.88,0.71
4756,2.88,2.79,11.88,0.71
4757,2.88,2.79,11.88,0.71
4758,2.88,2.79,11.88,0.71
4759,2.88,2.79,11.88,0.71
4760,2.88,2.79,11.88,0.71
4761,2.88,2.79,11.88,0.71
4762,2.88,2.79,11.88,0.71
4763,2.88,2.79,11.88,0.71
4764,2.88,2.79,11.88,0.71
4765,2.88,2.79,11.88,0.71
4766,2.88,2.79,11.88,0.71
4767,2.88,2.79,11.88,0.71
4768,2.88,2.79,11.88,0.71
4769,2.88,2.79,11.88,0.71
4770,2.88,2.79,11.88,0.71
4771,2.88,2.79,11.88,0.71
4772,2.88,2.79,11.88,0.71
4773,2.88,2.79,11.88,0.71
4774,2.88,2.79,11.88,0.71
4775,2.88,2.79,11.88,0.71
4776,2.88,2.79,11.88,0.71
4777,2.88,2.79,11.88,0.71
4778,2.88,2.79,11.88,0.71
4779,2.88,2.79,11.88,0.71
4780,2.88,2.79,11.88,0.71
4781,2.88,2.79,11.88,0.71
4782,2.88,2.79,11.88,0.71
4783,2.88,2.79,11.88,0.71
4784,2.88,2.79,11.88,0.71
4785,2.88,2.79,11.88,0.71
4786,2.88,2.79,11.88,0.71
4787,2.88,2.79,11.88,0.71
4788,2.88,2.79,11.88,0.71
4789,2.88,2.79,11.88,0.71
4790,2.88,2.79,11.88,0.71
4791,2.88,2.79,11.88,0.71
4792,2.88,2.79,11.88,0.71
4793,2.88,2.79,11.88,0.71
4794,2.88,2.79,11.88,0.71
4795,2.88,2.79,11.88,0.71
4796,2.88,2.79,11.88,0.71
4797,2.88,2.79,11.88,0.71
4798,2.88,2.79,11.88,0.71
4799,2.88,2.79,11.88,0.71
4800,2.88,2.79,11.88,0.71
4801,2.88,2.79,11.88,0.71
4802,2.88,2.79,11.88,0.71
4803,2.88,2.79,11.88,0.71
4804,2.88,2.79,11.88,0.71
4805,2.88,2.79,11.88,0.71
4806,2.88,2.79,11.88,0.71
4807,2.88,2.79,11.88,0.71
4808,2.88,2.79,11.88,0.71
4809,2.88,2.79,11.88,0.71
4810,2.88,2.79,11.88,0.71
4811,2.88,2.79,11.88,0.71
4812,2.88,2.79,11.88,0.71
4813,2.88,2.79,11.88,0.71
4814,2.88,2.79,11.88,0.71
4815,2.88,2.79,11.88,0.71
4816,2.88,2.79,11.88,0.71
4817,2.88,2.79,11.88,0.71
4818,2.88,2.79,11.88,0.71
4819,2.88,2.79,11.88,0.71
4820,2.88,2.79,11.88,0.71
4821,2.88,2.79,11.88,0.71
4822,2.88,2.79,11.88,0.71
4823,2.88,2.79,11.88,0.71
4824,2.88,2.79,11.88,0.71
4825,2.88,2.79,11.88,0.71
4826,2.88,2.79,11.88,0.71
4827,2.88,2.79,11.88,0.71
4828,2.88,2.79,11.88,0.71
4829,2.88,2.79,11.88,0.71
4830,2.88,2.79,11.88,0.71
4831,2.88,2.79,11.88,0.71
4832,2.88,2.79,11.88,0.71
4833,2.88,2.79,11.88,0.71
4834,2.88,2.79,11.88,0.71
4835,2.88,2.79,11.88,0.71
4836,2.88,2.79,11.88,0.71
4837,2.88,2.79,11.88,0.71
4838,2.88,2.79,11.88,0.71
4839,2.88,2.79,11.88,0.71
4840,2.88,2.79,11.88,0.71
4841,2.88,2.79,11.88,0.71
4842,2.88,2.79,11.88,0.71
4843,2.88,2.79,11.88,0.71
4844,2.88,2.79,11.88,0.71
4845,2.88,2.79,11.88,0.71
4846,2.88,2.79,11.88,0.71
4847,2.88,2.79,11.88,0.71
4848,2.88,2.79,11.88,0.71
4849,2.88,2.79,11.88,0.71
4850,2.88,2.79,11.88,0.71
4851,2.88,2.79,11.88,0.71
4852,2.88,2.79,11.88,0.71
4853,2.88,2.79,11.88,0.71
4854,2.88,2.79,11.88,0.71
4855,2.88,2.79,11.88,0.71
4856,2.88,2.79,11.88,0.71
4857,2.88,2.79,11.88,0.71
4858,2.88,2.79,11.88,0.71
4859,2.88,2.79,11.88,0.71
4860,2.88,2.79,11.88,0.71
4861,2.88,2.79,11.88,0.71
4862,2.88,2.79,11.88,0.71
4863,2.88,2.79,11.88,0.71
4864,2.88,2.79,11.88,0.71
4865,2.88,2.79,11.88,0.71
4866,2.88,2.79,11.88,0.71
4867,2.88,2.79,11.88,0.71
4868,2.88,2.79,11.88,0.71
4869,2.88,2.79,11.88,0.71
4870,2.88,2.79,11.88,0.71
4871,2.88,2.79,11.88,0.71
4872,2.88,2.79,11.88,0.71
4873,2.88,2.79,11.88,0.71
4874,2.88,2.79,11.88,0.71
4875,2.88,2.79,11.88,0.71
4876,2.88,2.79,11.88,0.71
4877,2.88,2.79,11.88,0.71
4878,2.88,2.79,11.88,0.71
4879,2.88,2.79,11.88,0.71
4880,2.88,2.79,11.88,0.71
4881,2.88,2.79,11.88,0.71
4882,2.88,2.79,11.88,0.71
4883,2.88,2.79,11.88,0.71
4884,2.88,2.79,11.88,0.71
4885,2.88,2.79,11.88,0.71
4886,2.88,2.79,11.88,0.71
4887,2.88,2.79,11.88,0.71
4888,2.88,2.79,11.88,0.71
4889,2.88,2.79,11.88,0.71
4890,2.88,2.79,11.88,0.71
4891,2.88,2.79,11.88,0.71
4892,2.88,2.79,11.88,0.71
4893,2.88,2.79,11.88,0.71
4894,2.88,2.79,11.88,0.71
4895,2.88,2.79,11.88,0.71
4896,2.88,2.79,11.88,0.71
4897,2.88,2.79,11.88,0.71
4898,2.88,2.79,11.88,0.71
4899,2.88,2.79,11.88,0.71
4900,2.88,2.79,11.88,0.71
4901,2.88,2.79,11.88,0.71
4902,2.88,2.79,11.88,0.71
4903,2.88,2.79,11.88,0.71
4904,2.88,2.79,11.88,0.71
4905,2.88,2.79,11.88,0.71
4906,2.88,2.79,11.88,0.71
4907,2.88,2.79,11.88,0.71
4908,2.88,2.79,11.88,0.71
4909,2.88,2.79,11.88,0.71
4910,2.88,2.79,11.88,0.71
4911,2.88,2.79,11.88,0.71
4912,2.88,2.79,11.88,0.71
4913,2.88,2.79,11.88,0.71
4914,2.88,2.79,11.88,0.71
4915,2.88,2.79,11.88,0.71
4916,2.88,2.79,11.88,0.71
4917,2.88,2.79,11.88,0.71
4918,2.88,2.79,11.88,0.71
4919,2.88,2.79,11.88,0.71
4920,2.88,2.79,11.88,0.71
4921,2.88,2.79,11.88,0.71
4922,2.88,2.79,11.88,0.71
4923,2.88,2.79,11.88,0.71
4924,2.88,2.79,11.88,0.71
4925,2.88,2.79,11.88,0.71
4926,2.88,2.79,11.88,0.71
4927,2.88,2.79,11.88,0.71
4928,2.88,2.79,11.88,0.71
4929,2.88,2.79,11.88,0.71
4930,2.88,2.79,11.88,0.71
4931,2.88,2.79,11.88,0.71
4932,2.88,2.79,11.88,0.71
4933,2.88,2.79,11.88,0.71
4934,2.88,2.79,11.88,0.71
4935,2.88,2.79,11.88,0.71
4936,2.88,2.79,11.88,0.71
4937,2.88,2.79,11.88,0.71
4938,2.88,2.79,11.88,0.71
4939,2.88,2.79,11.88,0.71
4940,2.88,2.79,11.88,0.71
4941,2.88,2.79,11.88,0.71
4942,2.88,2.79,11.88,0.71
4943,2.88,2.79,11.88,0.71
4944,2.88,2.79,11.88,0.71
4945,2.88,2.79,11.88,0.71
4946,2.88,2.79,11.88,0.71
4947,2.88,2.79,11.88,0.71
4948,2.88,2.79,11.88,0.71
4949,2.88,2.79,11.88,0.71
4950,2.88,2.79,11.88,0.71
4951,2.88,2.79,11.88,0.71
4952,2.88,2.79,11.88,0.71
4953,2.88,2.79,11.88,0.71
4954,2.88,2.79,11.88,0.71
4955,2.88,2.79,11.88,0.71
4956,2.88,2.79,11.88,0.71
4957,2.88,2.79,11.88,0.71
4958,2.88,2.79,11.88,0.71
4959,2.88,2.79,11.88,0.71
4960,2.88,2.79,11.88,0.71
4961,2.88,2.79,11.88,0.71
4962,2.88,2.79,11.88,0.71
4963,2.88,2.79,11.88,0.71
4964,2.88,2.79,11.88,0.71
4965,2.88,2.79,11.88,0.71
4966,2.88,2.79,11.88,0.71
4967,2.88,2.79,11.88,0.71
4968,2.88,2.79,11.88,0.71
4969,2.88,2.79,11.88,0.71
4970,2.88,2.79,11.88,0.71
4971,2.88,2.79,11.88,0.71
4972,2.88,2.79,11.88,0.71
4973,2.88,2.79,11.88,0.71
4974,2.88,2.79,11.88,0.71
4975,2.88,2.79,11.88,0.71
4976,2.88,2.79,11.88,0.71
4977,2.88,2.79,11.88,0.71
4978,2.88,2.79,11.88,0.71
4979,2.88,2.79,11.88,0.71
4980,2.88,2.79,11.88,0.71
4981,2.88,2.79,11.88,0.71
4982,2.88,2.79,11.88,0.71
4983,2.88,2.79,11.88,0.71
4984,2.88,2.79,11.88,0.71
4985,2.88,2.79,11.88,0.71
4986,2.88,2.79,11.88,0.71
4987,2.88,2.79,11.88,0.71
4988,2.88,2.79,11.88,0.71
4989,2.88,2.79,11.88,0.71
4990,2.88,2.79,11.88,0.71
4991,2.88,2.79,11.88,0.71
4992,2.88,2.79,11.88,0.71
4993,2.88,2.79,11.88,0.71
4994,2.88,2.79,11.88,0.71
4995,2.88,2.79,11.88,0.71
4996,2.88,2.79,11.88,0.71
4997,2.88,2.79,11.88,0.71
4998,2.88,2.79,11.88,0.71
4999,2.88,2.79,11.88,0.71
5000,2.88,2.79,11.88,0.71
5001,2.88,2.79,11.88,0.71
5002,2.88,2.79,11.88,0.71
5003,2.88,2.79,11.88,0.71
5004,2.88,2.79,11.88,0.71
5005,2.88,2.79,11.88,0.71
5006,2.88,2.79,11.88,0.71
5007,2.88,2.79,11.88,0.71
5008,2.88,2.79,11.88,0.71
5009,2.88,2.79,11.88,0.71
5010,2.88,2.79,11.88,0.71
5011,2.88,2.79,11.88,0.71
5012,2.88,2.79,11.88,0.71
5013,2.88,2.79,11.88,0.71
5014,2.88,2.79,11.88,0.71
5015,2.88,2.79,11.88,0.71
5016,2.88,2.79,11.88,0.71
5017,2.88,2.79,11.88,0.71
5018,2.88,2.79,11.88,0.71
5019,2.88,2.79,11.88,0.71
5020,2.88,2.79,11.88,0.71
5021,2.88,2.79,11.88,0.71
5022,2.88,2.79,11.88,0.71
5023,2.88,2.79,11.88,0.71
5024,2.88,2.79,11.88,0.71
5025,2.88,2.79,11.88,0.71
5026,2.88,2.79,11.88,0.71
5027,2.88,2.79,11.88,0.71
5028,2.88,2.79,11.88,0.71
5029,2.88,2.79,11.88,0.71
5030,2.88,2.79,11.88,0.71
5031,2.88,2.79,11.88,0.71
5032,2.88,2.79,11.88,0.71
5033,2.88,2.79,11.88,0.71
5034,2.88,2.79,11.88,0.71
5035,2.88,2.79,11.88,0.71
5036,2.88,2.79,11.88,0.71
5037,2.88,2.79,11.88,0.71
5038,2.88,2.79,11.88,0.71
5039,2.88,2.79,11.88,0.71
5040,2.88,2.79,11.88,0.71
5041,2.88,2.79,11.88,0.71
5042,2.88,2.79,11.88,0.71
5043,2.88,2.79,11.88,0.71
5044,2.88,2.79,11.88,0.71
5045,2.88,2.79,11.88,0.71
5046,2.88,2.79,11.88,0.71
5047,2.88,2.79,11.88,0.71
5048,2.88,2.79,11.88,0.71
5049,2.88,2.79,11.88,0.71
5050,2.88,2.79,11.88,0.71
5051,2.88,2.79,11.88,0.71
5052,2.88,2.79,11.88,0.71
5053,2.88,2.79,11.88,0.71
5054,2.88,2.79,11.88,0.71
5055,2.88,2.79,11.88,0.71
5056,2.88,2.79,11.88,0.71
5057,2.88,2.79,11.88,0.71
5058,2.88,2.79,11.88,0.71
5059,2.88,2.79,11.88,0.71
5060,2.88,2.79,11.88,0.71
5061,2.88,2.79,11.88,0.71
5062,2.88,2.79,11.88,0.71
5063,2.88,2.79,11.88,0.71
5064,2.88,2.79,11.88,0.71
5065,2.88,2.79,11.88,0.71
5066,2.88,2.79,11.88,0.71
5067,2.88,2.79,11.88,0.71
5068,2.88,2.79,11.88,0.71
5069,2.88,2.79,11.88,0.71
5070,2.88,2.79,11.88,0.71
5071,2.88,2.79,11.88,0.71
5072,2.88,2.79,11.88,0.71
5073,2.88,2.79,11.88,0.71
5074,2.88,2.79,11.88,0.71
5075,2.88,2.79,11.88,0.71
5076,2.88,2.79,11.88,0.71
5077,2.88,2.79,11.88,0.71
5078,2.88,2.79,11.88,0.71
5079,2.88,2.79,11.88,0.71
5080,2.88,2.79,11.88,0.71
5081,2.88,2.79,11.88,0.71
5082,2.88,2.79,11.88,0.71
5083,2.88,2.79,11.88,0.71
5084,2.88,2.79,11.88,0.71
5085,2.88,2.79,11.88,0.71
5086,2.88,2.79,11.88,0.71
5087,2.88,2.79,11.88,0.71
5088,2.88,2.79,11.88,0.71
5089,2.88,2.79,11.88,0.71
5090,2.88,2.79,11.88,0.71
5091,2.88,2.79,11.88,0.71
5092,2.88,2.79,11.88,0.71
5093,2.88,2.79,11.88,0.71
5094,2.88,2.79,11.88,0.71
5095,2.88,2.79,11.88,0.71
5096,2.88,2.79,11.88,0.71
5097,2.88,2.79,11.88,0.71
5098,2.88,2.79,11.88,0.71
5099,2.88,2.79,11.88,0.71
5100,2.88,2.79,11.88,0.71
5101,2.88,2.79,11.88,0.71
5102,2.88,2.79,11.88,0.71
5103,2.88,2.79,11.88,0.71
5104,2.88,2.79,11.88,0.71
5105,2.88,2.79,11.88,0.71
5106,2.88,2.79,11.88,0.71
5107,2.88,2.79,11.88,0.71
5108,2.88,2.79,11.88,0.71
5109,2.88,2.79,11.88,0.71
5110,2.88,2.79,11.88,0.71
5111,2.88,2.79,11.88,0.71
5112,2.88,2.79,11.88,0.71
5113,2.88,2.79,11.88,0.71
5114,2.88,2.79,11.88,0.71
5115,2.88,2.79,11.88,0.71
5116,2.88,2.79,11.88,0.71
5117,2.88,2.79,11.88,0.71
5118,2.88,2.79,11.88,0.71
5119,2.88,2.79,11.88,0.71
5120,2.88,2.79,11.88,0.71
5121,2.88,2.79,11.88,0.71
5122,2.88,2.79,11.88,0.71
5123,2.88,2.79,11.88,0.71
5124,2.88,2.79,11.88,0.71
5125,2.88,2.79,11.88,0.71
5126,2.88,2.79,11.88,0.71
5127,2.88,2.79,11.88,0.71
5128,2.88,2.79,11.88,0.71
5129,2.88,2.79,11.88,0.71
5130,2.88,2.79,11.88,0.71
5131,2.88,2.79,11.88,0.71
5132,2.88,2.79,11.88,0.71
5133,2.88,2.79,11.88,0.71
5134,2.88,2.79,11.88,0.71
5135,2.88,2.79,11.88,0.71
5136,2.88,2.79,11.88,0.71
5137,2.88,2.79,11.88,0.71
5138,2.88,2.79,11.88,0.71
5139,2.88,2.79,11.88,0.71
5140,2.88,2.79,11.88,0.71
5141,2.88,2.79,11.88,0.71
5142,2.88,2.79,11.88,0.71
5143,2.88,2.79,11.88,0.71
5144,2.88,2.79,11.88,0.71
5145,2.88,2.79,11.88,0.71
5146,2.88,2.79,11.88,0.71
5147,2.88,2.79,11.88,0.71
5148,2.88,2.79,11.88,0.71
5149,2.88,2.79,11.88,0.71
5150,2.88,2.79,11.88,0.71
5151,2.88,2.79,11.88,0.71
5152,2.88,2.79,11.88,0.71
5153,2.88,2.79,11.88,0.71
5154,2.88,2.79,11.88,0.71
5155,2.88,2.79,11.88,0.71
5156,2.88,2.79,11.88,0.71
5157,2.88,2.79,11.88,0.71
5158,2.88,2.79,11.88,0.71
5159,2.88,2.79,11.88,0.71
5160,2.88,2.79,11.88,0.71
5161,2.88,2.79,11.88,0.71
5162,2.88,2.79,11.88,0.71
5163,2.88,2.79,11.88,0.71
5164,2.88,2.79,11.88,0.71
5165,2.88,2.79,11.88,0.71
5166,2.88,2.79,11.88,0.71
5167,2.88,2.79,11.88,0.71
5168,2.88,2.79,11.88,0.71
5169,2.88,2.79,11.88,0.71
5170,2.88,2.79,11.88,0.71
5171,2.88,2.79,11.88,0.71
5172,2.88,2.79,11.88,0.71
