Time_index,TX_NG,TX_coal,TX_oil,Nuclear
2200,2.88,2.79,11.88,0.71
2201,2.88,2.79,11.88,0.71
2202,2.88,2.79,11.88,0.71
2203,2.88,2.79,11.88,0.71
2204,2.88,2.79,11.88,0.71
2205,2.88,2.79,11.88,0.71
2206,2.88,2.79,11.88,0.71
2207,2.88,2.79,11.88,0.71
2208,2.88,2.79,11.88,0.71
2209,2.88,2.79,11.88,0.71
2210,2.88,2.79,11.88,0.71
2211,2.88,2.79,11.88,0.71
2212,2.88,2.79,11.88,0.71
2213,2.88,2.79,11.88,0.71
2214,2.88,2.79,11.88,0.71
2215,2.88,2.79,11.88,0.71
2216,2.88,2.79,11.88,0.71
2217,2.88,2.79,11.88,0.71
2218,2.88,2.79,11.88,0.71
2219,2.88,2.79,11.88,0.71
2220,2.88,2.79,11.88,0.71
2221,2.88,2.79,11.88,0.71
2222,2.88,2.79,11.88,0.71
2223,2.88,2.79,11.88,0.71
2224,2.88,2.79,11.88,0.71
2225,2.88,2.79,11.88,0.71
2226,2.88,2.79,11.88,0.71
2227,2.88,2.79,11.88,0.71
2228,2.88,2.79,11.88,0.71
2229,2.88,2.79,11.88,0.71
2230,2.88,2.79,11.88,0.71
2231,2.88,2.79,11.88,0.71
2232,2.88,2.79,11.88,0.71
2233,2.88,2.79,11.88,0.71
2234,2.88,2.79,11.88,0.71
2235,2.88,2.79,11.88,0.71
2236,2.88,2.79,11.88,0.71
2237,2.88,2.79,11.88,0.71
2238,2.88,2.79,11.88,0.71
2239,2.88,2.79,11.88,0.71
2240,2.88,2.79,11.88,0.71
2241,2.88,2.79,11.88,0.71
2242,2.88,2.79,11.88,0.71
2243,2.88,2.79,11.88,0.71
2244,2.88,2.79,11.88,0.71
2245,2.88,2.79,11.88,0.71
2246,2.88,2.79,11.88,0.71
2247,2.88,2.79,11.88,0.71
2248,2.88,2.79,11.88,0.71
2249,2.88,2.79,11.88,0.71
2250,2.88,2.79,11.88,0.71
2251,2.88,2.79,11.88,0.71
2252,2.88,2.79,11.88,0.71
2253,2.88,2.79,11.88,0.71
2254,2.88,2.79,11.88,0.71
2255,2.88,2.79,11.88,0.71
2256,2.88,2.79,11.88,0.71
2257,2.88,2.79,11.88,0.71
2258,2.88,2.79,11.88,0.71
2259,2.88,2.79,11.88,0.71
2260,2.88,2.79,11.88,0.71
2261,2.88,2.79,11.88,0.71
2262,2.88,2.79,11.88,0.71
2263,2.88,2.79,11.88,0.71
2264,2.88,2.79,11.88,0.71
2265,2.88,2.79,11.88,0.71
2266,2.88,2.79,11.88,0.71
2267,2.88,2.79,11.88,0.71
2268,2.88,2.79,11.88,0.71
2269,2.88,2.79,11.88,0.71
2270,2.88,2.79,11.88,0.71
2271,2.88,2.79,11.88,0.71
2272,2.88,2.79,11.88,0.71
2273,2.88,2.79,11.88,0.71
2274,2.88,2.79,11.88,0.71
2275,2.88,2.79,11.88,0.71
2276,2.88,2.79,11.88,0.71
2277,2.88,2.79,11.88,0.71
2278,2.88,2.79,11.88,0.71
2279,2.88,2.79,11.88,0.71
2280,2.88,2.79,11.88,0.71
2281,2.88,2.79,11.88,0.71
2282,2.88,2.79,11.88,0.71
2283,2.88,2.79,11.88,0.71
2284,2.88,2.79,11.88,0.71
2285,2.88,2.79,11.88,0.71
2286,2.88,2.79,11.88,0.71
2287,2.88,2.79,11.88,0.71
2288,2.88,2.79,11.88,0.71
2289,2.88,2.79,11.88,0.71
2290,2.88,2.79,11.88,0.71
2291,2.88,2.79,11.88,0.71
2292,2.88,2.79,11.88,0.71
2293,2.88,2.79,11.88,0.71
2294,2.88,2.79,11.88,0.71
2295,2.88,2.79,11.88,0.71
2296,2.88,2.79,11.88,0.71
2297,2.88,2.79,11.88,0.71
2298,2.88,2.79,11.88,0.71
2299,2.88,2.79,11.88,0.71
2300,2.88,2.79,11.88,0.71
2301,2.88,2.79,11.88,0.71
2302,2.88,2.79,11.88,0.71
2303,2.88,2.79,11.88,0.71
2304,2.88,2.79,11.88,0.71
2305,2.88,2.79,11.88,0.71
2306,2.88,2.79,11.88,0.71
2307,2.88,2.79,11.88,0.71
2308,2.88,2.79,11.88,0.71
2309,2.88,2.79,11.88,0.71
2310,2.88,2.79,11.88,0.71
2311,2.88,2.79,11.88,0.71
2312,2.88,2.79,11.88,0.71
2313,2.88,2.79,11.88,0.71
2314,2.88,2.79,11.88,0.71
2315,2.88,2.79,11.88,0.71
2316,2.88,2.79,11.88,0.71
2317,2.88,2.79,11.88,0.71
2318,2.88,2.79,11.88,0.71
2319,2.88,2.79,11.88,0.71
2320,2.88,2.79,11.88,0.71
2321,2.88,2.79,11.88,0.71
2322,2.88,2.79,11.88,0.71
2323,2.88,2.79,11.88,0.71
2324,2.88,2.79,11.88,0.71
2325,2.88,2.79,11.88,0.71
2326,2.88,2.79,11.88,0.71
2327,2.88,2.79,11.88,0.71
2328,2.88,2.79,11.88,0.71
2329,2.88,2.79,11.88,0.71
2330,2.88,2.79,11.88,0.71
2331,2.88,2.79,11.88,0.71
2332,2.88,2.79,11.88,0.71
2333,2.88,2.79,11.88,0.71
2334,2.88,2.79,11.88,0.71
2335,2.88,2.79,11.88,0.71
2336,2.88,2.79,11.88,0.71
2337,2.88,2.79,11.88,0.71
2338,2.88,2.79,11.88,0.71
2339,2.88,2.79,11.88,0.71
2340,2.88,2.79,11.88,0.71
2341,2.88,2.79,11.88,0.71
2342,2.88,2.79,11.88,0.71
2343,2.88,2.79,11.88,0.71
2344,2.88,2.79,11.88,0.71
2345,2.88,2.79,11.88,0.71
2346,2.88,2.79,11.88,0.71
2347,2.88,2.79,11.88,0.71
2348,2.88,2.79,11.88,0.71
2349,2.88,2.79,11.88,0.71
2350,2.88,2.79,11.88,0.71
2351,2.88,2.79,11.88,0.71
2352,2.88,2.79,11.88,0.71
2353,2.88,2.79,11.88,0.71
2354,2.88,2.79,11.88,0.71
2355,2.88,2.79,11.88,0.71
2356,2.88,2.79,11.88,0.71
2357,2.88,2.79,11.88,0.71
2358,2.88,2.79,11.88,0.71
2359,2.88,2.79,11.88,0.71
2360,2.88,2.79,11.88,0.71
2361,2.88,2.79,11.88,0.71
2362,2.88,2.79,11.88,0.71
2363,2.88,2.79,11.88,0.71
2364,2.88,2.79,11.88,0.71
2365,2.88,2.79,11.88,0.71
2366,2.88,2.79,11.88,0.71
2367,2.88,2.79,11.88,0.71
2368,2.88,2.79,11.88,0.71
2369,2.88,2.79,11.88,0.71
2370,2.88,2.79,11.88,0.71
2371,2.88,2.79,11.88,0.71
2372,2.88,2.79,11.88,0.71
2373,2.88,2.79,11.88,0.71
2374,2.88,2.79,11.88,0.71
2375,2.88,2.79,11.88,0.71
2376,2.88,2.79,11.88,0.71
2377,2.88,2.79,11.88,0.71
2378,2.88,2.79,11.88,0.71
2379,2.88,2.79,11.88,0.71
2380,2.88,2.79,11.88,0.71
2381,2.88,2.79,11.88,0.71
2382,2.88,2.79,11.88,0.71
2383,2.88,2.79,11.88,0.71
2384,2.88,2.79,11.88,0.71
2385,2.88,2.79,11.88,0.71
2386,2.88,2.79,11.88,0.71
2387,2.88,2.79,11.88,0.71
2388,2.88,2.79,11.88,0.71
2389,2.88,2.79,11.88,0.71
2390,2.88,2.79,11.88,0.71
2391,2.88,2.79,11.88,0.71
2392,2.88,2.79,11.88,0.71
2393,2.88,2.79,11.88,0.71
2394,2.88,2.79,11.88,0.71
2395,2.88,2.79,11.88,0.71
2396,2.88,2.79,11.88,0.71
2397,2.88,2.79,11.88,0.71
2398,2.88,2.79,11.88,0.71
2399,2.88,2.79,11.88,0.71
2400,2.88,2.79,11.88,0.71
2401,2.88,2.79,11.88,0.71
2402,2.88,2.79,11.88,0.71
2403,2.88,2.79,11.88,0.71
2404,2.88,2.79,11.88,0.71
2405,2.88,2.79,11.88,0.71
2406,2.88,2.79,11.88,0.71
2407,2.88,2.79,11.88,0.71
2408,2.88,2.79,11.88,0.71
2409,2.88,2.79,11.88,0.71
2410,2.88,2.79,11.88,0.71
2411,2.88,2.79,11.88,0.71
2412,2.88,2.79,11.88,0.71
2413,2.88,2.79,11.88,0.71
2414,2.88,2.79,11.88,0.71
2415,2.88,2.79,11.88,0.71
2416,2.88,2.79,11.88,0.71
2417,2.88,2.79,11.88,0.71
2418,2.88,2.79,11.88,0.71
2419,2.88,2.79,11.88,0.71
2420,2.88,2.79,11.88,0.71
2421,2.88,2.79,11.88,0.71
2422,2.88,2.79,11.88,0.71
2423,2.88,2.79,11.88,0.71
2424,2.88,2.79,11.88,0.71
2425,2.88,2.79,11.88,0.71
2426,2.88,2.79,11.88,0.71
2427,2.88,2.79,11.88,0.71
2428,2.88,2.79,11.88,0.71
2429,2.88,2.79,11.88,0.71
2430,2.88,2.79,11.88,0.71
2431,2.88,2.79,11.88,0.71
2432,2.88,2.79,11.88,0.71
2433,2.88,2.79,11.88,0.71
2434,2.88,2.79,11.88,0.71
2435,2.88,2.79,11.88,0.71
2436,2.88,2.79,11.88,0.71
2437,2.88,2.79,11.88,0.71
2438,2.88,2.79,11.88,0.71
2439,2.88,2.79,11.88,0.71
2440,2.88,2.79,11.88,0.71
2441,2.88,2.79,11.88,0.71
2442,2.88,2.79,11.88,0.71
2443,2.88,2.79,11.88,0.71
2444,2.88,2.79,11.88,0.71
2445,2.88,2.79,11.88,0.71
2446,2.88,2.79,11.88,0.71
2447,2.88,2.79,11.88,0.71
2448,2.88,2.79,11.88,0.71
2449,2.88,2.79,11.88,0.71
2450,2.88,2.79,11.88,0.71
2451,2.88,2.79,11.88,0.71
2452,2.88,2.79,11.88,0.71
2453,2.88,2.79,11.88,0.71
2454,2.88,2.79,11.88,0.71
2455,2.88,2.79,11.88,0.71
2456,2.88,2.79,11.88,0.71
2457,2.88,2.79,11.88,0.71
2458,2.88,2.79,11.88,0.71
2459,2.88,2.79,11.88,0.71
2460,2.88,2.79,11.88,0.71
2461,2.88,2.79,11.88,0.71
2462,2.88,2.79,11.88,0.71
2463,2.88,2.79,11.88,0.71
2464,2.88,2.79,11.88,0.71
2465,2.88,2.79,11.88,0.71
2466,2.88,2.79,11.88,0.71
2467,2.88,2.79,11.88,0.71
2468,2.88,2.79,11.88,0.71
2469,2.88,2.79,11.88,0.71
2470,2.88,2.79,11.88,0.71
2471,2.88,2.79,11.88,0.71
2472,2.88,2.79,11.88,0.71
2473,2.88,2.79,11.88,0.71
2474,2.88,2.79,11.88,0.71
2475,2.88,2.79,11.88,0.71
2476,2.88,2.79,11.88,0.71
2477,2.88,2.79,11.88,0.71
2478,2.88,2.79,11.88,0.71
2479,2.88,2.79,11.88,0.71
2480,2.88,2.79,11.88,0.71
2481,2.88,2.79,11.88,0.71
2482,2.88,2.79,11.88,0.71
2483,2.88,2.79,11.88,0.71
2484,2.88,2.79,11.88,0.71
2485,2.88,2.79,11.88,0.71
2486,2.88,2.79,11.88,0.71
2487,2.88,2.79,11.88,0.71
2488,2.88,2.79,11.88,0.71
2489,2.88,2.79,11.88,0.71
2490,2.88,2.79,11.88,0.71
2491,2.88,2.79,11.88,0.71
2492,2.88,2.79,11.88,0.71
2493,2.88,2.79,11.88,0.71
2494,2.88,2.79,11.88,0.71
2495,2.88,2.79,11.88,0.71
2496,2.88,2.79,11.88,0.71
2497,2.88,2.79,11.88,0.71
2498,2.88,2.79,11.88,0.71
2499,2.88,2.79,11.88,0.71
2500,2.88,2.79,11.88,0.71
2501,2.88,2.79,11.88,0.71
2502,2.88,2.79,11.88,0.71
2503,2.88,2.79,11.88,0.71
2504,2.88,2.79,11.88,0.71
2505,2.88,2.79,11.88,0.71
2506,2.88,2.79,11.88,0.71
2507,2.88,2.79,11.88,0.71
2508,2.88,2.79,11.88,0.71
2509,2.88,2.79,11.88,0.71
2510,2.88,2.79,11.88,0.71
2511,2.88,2.79,11.88,0.71
2512,2.88,2.79,11.88,0.71
2513,2.88,2.79,11.88,0.71
2514,2.88,2.79,11.88,0.71
2515,2.88,2.79,11.88,0.71
2516,2.88,2.79,11.88,0.71
2517,2.88,2.79,11.88,0.71
2518,2.88,2.79,11.88,0.71
2519,2.88,2.79,11.88,0.71
2520,2.88,2.79,11.88,0.71
2521,2.88,2.79,11.88,0.71
2522,2.88,2.79,11.88,0.71
2523,2.88,2.79,11.88,0.71
2524,2.88,2.79,11.88,0.71
2525,2.88,2.79,11.88,0.71
2526,2.88,2.79,11.88,0.71
2527,2.88,2.79,11.88,0.71
2528,2.88,2.79,11.88,0.71
2529,2.88,2.79,11.88,0.71
2530,2.88,2.79,11.88,0.71
2531,2.88,2.79,11.88,0.71
2532,2.88,2.79,11.88,0.71
2533,2.88,2.79,11.88,0.71
2534,2.88,2.79,11.88,0.71
2535,2.88,2.79,11.88,0.71
2536,2.88,2.79,11.88,0.71
2537,2.88,2.79,11.88,0.71
2538,2.88,2.79,11.88,0.71
2539,2.88,2.79,11.88,0.71
2540,2.88,2.79,11.88,0.71
2541,2.88,2.79,11.88,0.71
2542,2.88,2.79,11.88,0.71
2543,2.88,2.79,11.88,0.71
2544,2.88,2.79,11.88,0.71
2545,2.88,2.79,11.88,0.71
2546,2.88,2.79,11.88,0.71
2547,2.88,2.79,11.88,0.71
2548,2.88,2.79,11.88,0.71
2549,2.88,2.79,11.88,0.71
2550,2.88,2.79,11.88,0.71
2551,2.88,2.79,11.88,0.71
2552,2.88,2.79,11.88,0.71
2553,2.88,2.79,11.88,0.71
2554,2.88,2.79,11.88,0.71
2555,2.88,2.79,11.88,0.71
2556,2.88,2.79,11.88,0.71
2557,2.88,2.79,11.88,0.71
2558,2.88,2.79,11.88,0.71
2559,2.88,2.79,11.88,0.71
2560,2.88,2.79,11.88,0.71
2561,2.88,2.79,11.88,0.71
2562,2.88,2.79,11.88,0.71
2563,2.88,2.79,11.88,0.71
2564,2.88,2.79,11.88,0.71
2565,2.88,2.79,11.88,0.71
2566,2.88,2.79,11.88,0.71
2567,2.88,2.79,11.88,0.71
2568,2.88,2.79,11.88,0.71
2569,2.88,2.79,11.88,0.71
2570,2.88,2.79,11.88,0.71
2571,2.88,2.79,11.88,0.71
2572,2.88,2.79,11.88,0.71
2573,2.88,2.79,11.88,0.71
2574,2.88,2.79,11.88,0.71
2575,2.88,2.79,11.88,0.71
2576,2.88,2.79,11.88,0.71
2577,2.88,2.79,11.88,0.71
2578,2.88,2.79,11.88,0.71
2579,2.88,2.79,11.88,0.71
2580,2.88,2.79,11.88,0.71
2581,2.88,2.79,11.88,0.71
2582,2.88,2.79,11.88,0.71
2583,2.88,2.79,11.88,0.71
2584,2.88,2.79,11.88,0.71
2585,2.88,2.79,11.88,0.71
2586,2.88,2.79,11.88,0.71
2587,2.88,2.79,11.88,0.71
2588,2.88,2.79,11.88,0.71
2589,2.88,2.79,11.88,0.71
2590,2.88,2.79,11.88,0.71
2591,2.88,2.79,11.88,0.71
2592,2.88,2.79,11.88,0.71
2593,2.88,2.79,11.88,0.71
2594,2.88,2.79,11.88,0.71
2595,2.88,2.79,11.88,0.71
2596,2.88,2.79,11.88,0.71
2597,2.88,2.79,11.88,0.71
2598,2.88,2.79,11.88,0.71
2599,2.88,2.79,11.88,0.71
2600,2.88,2.79,11.88,0.71
2601,2.88,2.79,11.88,0.71
2602,2.88,2.79,11.88,0.71
2603,2.88,2.79,11.88,0.71
2604,2.88,2.79,11.88,0.71
2605,2.88,2.79,11.88,0.71
2606,2.88,2.79,11.88,0.71
2607,2.88,2.79,11.88,0.71
2608,2.88,2.79,11.88,0.71
2609,2.88,2.79,11.88,0.71
2610,2.88,2.79,11.88,0.71
2611,2.88,2.79,11.88,0.71
2612,2.88,2.79,11.88,0.71
2613,2.88,2.79,11.88,0.71
2614,2.88,2.79,11.88,0.71
2615,2.88,2.79,11.88,0.71
2616,2.88,2.79,11.88,0.71
2617,2.88,2.79,11.88,0.71
2618,2.88,2.79,11.88,0.71
2619,2.88,2.79,11.88,0.71
2620,2.88,2.79,11.88,0.71
2621,2.88,2.79,11.88,0.71
2622,2.88,2.79,11.88,0.71
2623,2.88,2.79,11.88,0.71
2624,2.88,2.79,11.88,0.71
2625,2.88,2.79,11.88,0.71
2626,2.88,2.79,11.88,0.71
2627,2.88,2.79,11.88,0.71
2628,2.88,2.79,11.88,0.71
2629,2.88,2.79,11.88,0.71
2630,2.88,2.79,11.88,0.71
2631,2.88,2.79,11.88,0.71
2632,2.88,2.79,11.88,0.71
2633,2.88,2.79,11.88,0.71
2634,2.88,2.79,11.88,0.71
2635,2.88,2.79,11.88,0.71
2636,2.88,2.79,11.88,0.71
2637,2.88,2.79,11.88,0.71
2638,2.88,2.79,11.88,0.71
2639,2.88,2.79,11.88,0.71
2640,2.88,2.79,11.88,0.71
2641,2.88,2.79,11.88,0.71
2642,2.88,2.79,11.88,0.71
2643,2.88,2.79,11.88,0.71
2644,2.88,2.79,11.88,0.71
2645,2.88,2.79,11.88,0.71
2646,2.88,2.79,11.88,0.71
2647,2.88,2.79,11.88,0.71
2648,2.88,2.79,11.88,0.71
2649,2.88,2.79,11.88,0.71
2650,2.88,2.79,11.88,0.71
2651,2.88,2.79,11.88,0.71
2652,2.88,2.79,11.88,0.71
2653,2.88,2.79,11.88,0.71
2654,2.88,2.79,11.88,0.71
2655,2.88,2.79,11.88,0.71
2656,2.88,2.79,11.88,0.71
2657,2.88,2.79,11.88,0.71
2658,2.88,2.79,11.88,0.71
2659,2.88,2.79,11.88,0.71
2660,2.88,2.79,11.88,0.71
2661,2.88,2.79,11.88,0.71
2662,2.88,2.79,11.88,0.71
2663,2.88,2.79,11.88,0.71
2664,2.88,2.79,11.88,0.71
2665,2.88,2.79,11.88,0.71
2666,2.88,2.79,11.88,0.71
2667,2.88,2.79,11.88,0.71
2668,2.88,2.79,11.88,0.71
2669,2.88,2.79,11.88,0.71
2670,2.88,2.79,11.88,0.71
2671,2.88,2.79,11.88,0.71
2672,2.88,2.79,11.88,0.71
2673,2.88,2.79,11.88,0.71
2674,2.88,2.79,11.88,0.71
2675,2.88,2.79,11.88,0.71
2676,2.88,2.79,11.88,0.71
2677,2.88,2.79,11.88,0.71
2678,2.88,2.79,11.88,0.71
2679,2.88,2.79,11.88,0.71
2680,2.88,2.79,11.88,0.71
2681,2.88,2.79,11.88,0.71
2682,2.88,2.79,11.88,0.71
2683,2.88,2.79,11.88,0.71
2684,2.88,2.79,11.88,0.71
2685,2.88,2.79,11.88,0.71
2686,2.88,2.79,11.88,0.71
2687,2.88,2.79,11.88,0.71
2688,2.88,2.79,11.88,0.71
2689,2.88,2.79,11.88,0.71
2690,2.88,2.79,11.88,0.71
2691,2.88,2.79,11.88,0.71
2692,2.88,2.79,11.88,0.71
2693,2.88,2.79,11.88,0.71
2694,2.88,2.79,11.88,0.71
2695,2.88,2.79,11.88,0.71
2696,2.88,2.79,11.88,0.71
2697,2.88,2.79,11.88,0.71
2698,2.88,2.79,11.88,0.71
2699,2.88,2.79,11.88,0.71
2700,2.88,2.79,11.88,0.71
2701,2.88,2.79,11.88,0.71
2702,2.88,2.79,11.88,0.71
2703,2.88,2.79,11.88,0.71
2704,2.88,2.79,11.88,0.71
2705,2.88,2.79,11.88,0.71
2706,2.88,2.79,11.88,0.71
2707,2.88,2.79,11.88,0.71
2708,2.88,2.79,11.88,0.71
2709,2.88,2.79,11.88,0.71
2710,2.88,2.79,11.88,0.71
2711,2.88,2.79,11.88,0.71
2712,2.88,2.79,11.88,0.71
2713,2.88,2.79,11.88,0.71
2714,2.88,2.79,11.88,0.71
2715,2.88,2.79,11.88,0.71
2716,2.88,2.79,11.88,0.71
2717,2.88,2.79,11.88,0.71
2718,2.88,2.79,11.88,0.71
2719,2.88,2.79,11.88,0.71
2720,2.88,2.79,11.88,0.71
2721,2.88,2.79,11.88,0.71
2722,2.88,2.79,11.88,0.71
2723,2.88,2.79,11.88,0.71
2724,2.88,2.79,11.88,0.71
2725,2.88,2.79,11.88,0.71
2726,2.88,2.79,11.88,0.71
2727,2.88,2.79,11.88,0.71
2728,2.88,2.79,11.88,0.71
2729,2.88,2.79,11.88,0.71
2730,2.88,2.79,11.88,0.71
2731,2.88,2.79,11.88,0.71
2732,2.88,2.79,11.88,0.71
2733,2.88,2.79,11.88,0.71
2734,2.88,2.79,11.88,0.71
2735,2.88,2.79,11.88,0.71
2736,2.88,2.79,11.88,0.71
2737,2.88,2.79,11.88,0.71
2738,2.88,2.79,11.88,0.71
2739,2.88,2.79,11.88,0.71
2740,2.88,2.79,11.88,0.71
2741,2.88,2.79,11.88,0.71
2742,2.88,2.79,11.88,0.71
2743,2.88,2.79,11.88,0.71
2744,2.88,2.79,11.88,0.71
2745,2.88,2.79,11.88,0.71
2746,2.88,2.79,11.88,0.71
2747,2.88,2.79,11.88,0.71
2748,2.88,2.79,11.88,0.71
2749,2.88,2.79,11.88,0.71
2750,2.88,2.79,11.88,0.71
2751,2.88,2.79,11.88,0.71
2752,2.88,2.79,11.88,0.71
2753,2.88,2.79,11.88,0.71
2754,2.88,2.79,11.88,0.71
2755,2.88,2.79,11.88,0.71
2756,2.88,2.79,11.88,0.71
2757,2.88,2.79,11.88,0.71
2758,2.88,2.79,11.88,0.71
2759,2.88,2.79,11.88,0.71
2760,2.88,2.79,11.88,0.71
2761,2.88,2.79,11.88,0.71
2762,2.88,2.79,11.88,0.71
2763,2.88,2.79,11.88,0.71
2764,2.88,2.79,11.88,0.71
2765,2.88,2.79,11.88,0.71
2766,2.88,2.79,11.88,0.71
2767,2.88,2.79,11.88,0.71
2768,2.88,2.79,11.88,0.71
2769,2.88,2.79,11.88,0.71
2770,2.88,2.79,11.88,0.71
2771,2.88,2.79,11.88,0.71
2772,2.88,2.79,11.88,0.71
2773,2.88,2.79,11.88,0.71
2774,2.88,2.79,11.88,0.71
2775,2.88,2.79,11.88,0.71
2776,2.88,2.79,11.88,0.71
2777,2.88,2.79,11.88,0.71
2778,2.88,2.79,11.88,0.71
2779,2.88,2.79,11.88,0.71
2780,2.88,2.79,11.88,0.71
2781,2.88,2.79,11.88,0.71
2782,2.88,2.79,11.88,0.71
2783,2.88,2.79,11.88,0.71
2784,2.88,2.79,11.88,0.71
2785,2.88,2.79,11.88,0.71
2786,2.88,2.79,11.88,0.71
2787,2.88,2.79,11.88,0.71
2788,2.88,2.79,11.88,0.71
2789,2.88,2.79,11.88,0.71
2790,2.88,2.79,11.88,0.71
2791,2.88,2.79,11.88,0.71
2792,2.88,2.79,11.88,0.71
2793,2.88,2.79,11.88,0.71
2794,2.88,2.79,11.88,0.71
2795,2.88,2.79,11.88,0.71
2796,2.88,2.79,11.88,0.71
2797,2.88,2.79,11.88,0.71
2798,2.88,2.79,11.88,0.71
2799,2.88,2.79,11.88,0.71
2800,2.88,2.79,11.88,0.71
2801,2.88,2.79,11.88,0.71
2802,2.88,2.79,11.88,0.71
2803,2.88,2.79,11.88,0.71
2804,2.88,2.79,11.88,0.71
2805,2.88,2.79,11.88,0.71
2806,2.88,2.79,11.88,0.71
2807,2.88,2.79,11.88,0.71
2808,2.88,2.79,11.88,0.71
2809,2.88,2.79,11.88,0.71
2810,2.88,2.79,11.88,0.71
2811,2.88,2.79,11.88,0.71
2812,2.88,2.79,11.88,0.71
2813,2.88,2.79,11.88,0.71
2814,2.88,2.79,11.88,0.71
2815,2.88,2.79,11.88,0.71
2816,2.88,2.79,11.88,0.71
2817,2.88,2.79,11.88,0.71
2818,2.88,2.79,11.88,0.71
2819,2.88,2.79,11.88,0.71
2820,2.88,2.79,11.88,0.71
2821,2.88,2.79,11.88,0.71
2822,2.88,2.79,11.88,0.71
2823,2.88,2.79,11.88,0.71
2824,2.88,2.79,11.88,0.71
2825,2.88,2.79,11.88,0.71
2826,2.88,2.79,11.88,0.71
2827,2.88,2.79,11.88,0.71
2828,2.88,2.79,11.88,0.71
2829,2.88,2.79,11.88,0.71
2830,2.88,2.79,11.88,0.71
2831,2.88,2.79,11.88,0.71
2832,2.88,2.79,11.88,0.71
2833,2.88,2.79,11.88,0.71
2834,2.88,2.79,11.88,0.71
2835,2.88,2.79,11.88,0.71
2836,2.88,2.79,11.88,0.71
2837,2.88,2.79,11.88,0.71
2838,2.88,2.79,11.88,0.71
2839,2.88,2.79,11.88,0.71
2840,2.88,2.79,11.88,0.71
2841,2.88,2.79,11.88,0.71
2842,2.88,2.79,11.88,0.71
2843,2.88,2.79,11.88,0.71
2844,2.88,2.79,11.88,0.71
2845,2.88,2.79,11.88,0.71
2846,2.88,2.79,11.88,0.71
2847,2.88,2.79,11.88,0.71
2848,2.88,2.79,11.88,0.71
2849,2.88,2.79,11.88,0.71
2850,2.88,2.79,11.88,0.71
2851,2.88,2.79,11.88,0.71
2852,2.88,2.79,11.88,0.71
2853,2.88,2.79,11.88,0.71
2854,2.88,2.79,11.88,0.71
2855,2.88,2.79,11.88,0.71
2856,2.88,2.79,11.88,0.71
2857,2.88,2.79,11.88,0.71
2858,2.88,2.79,11.88,0.71
2859,2.88,2.79,11.88,0.71
2860,2.88,2.79,11.88,0.71
2861,2.88,2.79,11.88,0.71
2862,2.88,2.79,11.88,0.71
2863,2.88,2.79,11.88,0.71
2864,2.88,2.79,11.88,0.71
2865,2.88,2.79,11.88,0.71
2866,2.88,2.79,11.88,0.71
2867,2.88,2.79,11.88,0.71
2868,2.88,2.79,11.88,0.71
2869,2.88,2.79,11.88,0.71
2870,2.88,2.79,11.88,0.71
2871,2.88,2.79,11.88,0.71
2872,2.88,2.79,11.88,0.71
2873,2.88,2.79,11.88,0.71
2874,2.88,2.79,11.88,0.71
2875,2.88,2.79,11.88,0.71
2876,2.88,2.79,11.88,0.71
2877,2.88,2.79,11.88,0.71
2878,2.88,2.79,11.88,0.71
2879,2.88,2.79,11.88,0.71
2880,2.88,2.79,11.88,0.71
2881,2.88,2.79,11.88,0.71
2882,2.88,2.79,11.88,0.71
2883,2.88,2.79,11.88,0.71
2884,2.88,2.79,11.88,0.71
2885,2.88,2.79,11.88,0.71
2886,2.88,2.79,11.88,0.71
2887,2.88,2.79,11.88,0.71
2888,2.88,2.79,11.88,0.71
2889,2.88,2.79,11.88,0.71
2890,2.88,2.79,11.88,0.71
2891,2.88,2.79,11.88,0.71
2892,2.88,2.79,11.88,0.71
2893,2.88,2.79,11.88,0.71
2894,2.88,2.79,11.88,0.71
2895,2.88,2.79,11.88,0.71
2896,2.88,2.79,11.88,0.71
2897,2.88,2.79,11.88,0.71
2898,2.88,2.79,11.88,0.71
2899,2.88,2.79,11.88,0.71
2900,2.88,2.79,11.88,0.71
2901,2.88,2.79,11.88,0.71
2902,2.88,2.79,11.88,0.71
2903,2.88,2.79,11.88,0.71
2904,2.88,2.79,11.88,0.71
2905,2.88,2.79,11.88,0.71
2906,2.88,2.79,11.88,0.71
2907,2.88,2.79,11.88,0.71
2908,2.88,2.79,11.88,0.71
2909,2.88,2.79,11.88,0.71
2910,2.88,2.79,11.88,0.71
2911,2.88,2.79,11.88,0.71
2912,2.88,2.79,11.88,0.71
2913,2.88,2.79,11.88,0.71
2914,2.88,2.79,11.88,0.71
2915,2.88,2.79,11.88,0.71
2916,2.88,2.79,11.88,0.71
2917,2.88,2.79,11.88,0.71
2918,2.88,2.79,11.88,0.71
2919,2.88,2.79,11.88,0.71
2920,2.88,2.79,11.88,0.71
2921,2.88,2.79,11.88,0.71
2922,2.88,2.79,11.88,0.71
2923,2.88,2.79,11.88,0.71
2924,2.88,2.79,11.88,0.71
2925,2.88,2.79,11.88,0.71
2926,2.88,2.79,11.88,0.71
2927,2.88,2.79,11.88,0.71
2928,2.88,2.79,11.88,0.71
2929,2.88,2.79,11.88,0.71
2930,2.88,2.79,11.88,0.71
2931,2.88,2.79,11.88,0.71
2932,2.88,2.79,11.88,0.71
2933,2.88,2.79,11.88,0.71
2934,2.88,2.79,11.88,0.71
