Region_description,Network_zones,CapRes_1
TX,z1225,0.1375
TX,z1226,0.1375
TX,z1227,0.1375
TX,z1228,0.1375
TX,z1229,0.1375
TX,z1230,0.1375
TX,z1231,0.1375
TX,z1232,0.1375
TX,z1233,0.1375
TX,z1234,0.1375
TX,z1235,0.1375
TX,z1236,0.1375
TX,z1237,0.1375
TX,z1238,0.1375
TX,z1239,0.1375
TX,z1240,0.1375
TX,z1241,0.1375
TX,z1242,0.1375
TX,z1243,0.1375
TX,z1244,0.1375
TX,z1245,0.1375
TX,z1246,0.1375
TX,z1247,0.1375
TX,z1248,0.1375
TX,z1249,0.1375
TX,z1250,0.1375
TX,z1251,0.1375
TX,z1252,0.1375
TX,z1253,0.1375
TX,z1254,0.1375
TX,z1255,0.1375
TX,z1256,0.1375
TX,z1257,0.1375
TX,z1258,0.1375
TX,z1259,0.1375
TX,z1260,0.1375
TX,z1261,0.1375
TX,z1262,0.1375
TX,z1263,0.1375
TX,z1264,0.1375
TX,z1265,0.1375
TX,z1266,0.1375
TX,z1267,0.1375
TX,z1268,0.1375
TX,z1269,0.1375
TX,z1270,0.1375
TX,z1271,0.1375
TX,z1272,0.1375
TX,z1273,0.1375
TX,z1274,0.1375
TX,z1275,0.1375
TX,z1276,0.1375
TX,z1277,0.1375
TX,z1278,0.1375
TX,z1279,0.1375
TX,z1280,0.1375
TX,z1281,0.1375
TX,z1282,0.1375
TX,z1283,0.1375
TX,z1284,0.1375
TX,z1285,0.1375
TX,z1286,0.1375
TX,z1287,0.1375
TX,z1288,0.1375
TX,z1289,0.1375
TX,z1290,0.1375
TX,z1291,0.1375
TX,z1292,0.1375
TX,z1293,0.1375
TX,z1294,0.1375
TX,z1295,0.1375
TX,z1296,0.1375
TX,z1297,0.1375
TX,z1298,0.1375
TX,z1299,0.1375
TX,z1300,0.1375
TX,z1301,0.1375
TX,z1302,0.1375
TX,z1303,0.1375
TX,z1304,0.1375
TX,z1305,0.1375
TX,z1306,0.1375
TX,z1307,0.1375
TX,z1308,0.1375
TX,z1309,0.1375
TX,z1310,0.1375
TX,z1311,0.1375
TX,z1312,0.1375
TX,z1313,0.1375
TX,z1314,0.1375
TX,z1315,0.1375
TX,z1316,0.1375
TX,z1317,0.1375
TX,z1318,0.1375
TX,z1319,0.1375
TX,z1320,0.1375
TX,z1321,0.1375
TX,z1322,0.1375
TX,z1323,0.1375
TX,z1324,0.1375
TX,z1325,0.1375
TX,z1326,0.1375
TX,z1327,0.1375
TX,z1328,0.1375
TX,z1329,0.1375
TX,z1330,0.1375
TX,z1331,0.1375
TX,z1332,0.1375
TX,z1333,0.1375
TX,z1334,0.1375
TX,z1335,0.1375
TX,z1336,0.1375
TX,z1337,0.1375
TX,z1338,0.1375
TX,z1339,0.1375
TX,z1340,0.1375
TX,z1341,0.1375
TX,z1342,0.1375
TX,z1343,0.1375
TX,z1344,0.1375
TX,z1345,0.1375
TX,z1346,0.1375
TX,z1347,0.1375
TX,z1348,0.1375
TX,z1349,0.1375
TX,z1350,0.1375
TX,z1351,0.1375
TX,z1352,0.1375
TX,z1353,0.1375
TX,z1354,0.1375
TX,z1355,0.1375
TX,z1356,0.1375
TX,z1357,0.1375
TX,z1358,0.1375
TX,z1359,0.1375
TX,z1360,0.1375
TX,z1361,0.1375
TX,z1362,0.1375
TX,z1363,0.1375
TX,z1364,0.1375
TX,z1365,0.1375
TX,z1366,0.1375
TX,z1367,0.1375
TX,z1368,0.1375
TX,z1369,0.1375
TX,z1370,0.1375
TX,z1371,0.1375
TX,z1372,0.1375
TX,z1373,0.1375
TX,z1374,0.1375
TX,z1375,0.1375
TX,z1376,0.1375
TX,z1377,0.1375
TX,z1378,0.1375
TX,z1379,0.1375
TX,z1380,0.1375
TX,z1381,0.1375
TX,z1382,0.1375
TX,z1383,0.1375
TX,z1384,0.1375
TX,z1385,0.1375
TX,z1386,0.1375
TX,z1387,0.1375
TX,z1388,0.1375
TX,z1389,0.1375
TX,z1390,0.1375
TX,z1391,0.1375
TX,z1392,0.1375
TX,z1393,0.1375
TX,z1394,0.1375
TX,z1395,0.1375
TX,z1396,0.1375
TX,z1397,0.1375
TX,z1398,0.1375
TX,z1399,0.1375
TX,z1400,0.1375
TX,z1401,0.1375
TX,z1402,0.1375
TX,z1403,0.1375
TX,z1404,0.1375
TX,z1405,0.1375
TX,z1406,0.1375
TX,z1407,0.1375
TX,z1408,0.1375
TX,z1409,0.1375
TX,z1410,0.1375
TX,z1411,0.1375
TX,z1412,0.1375
TX,z1413,0.1375
TX,z1414,0.1375
TX,z1415,0.1375
TX,z1416,0.1375
TX,z1417,0.1375
TX,z1418,0.1375
TX,z1419,0.1375
TX,z1420,0.1375
TX,z1421,0.1375
TX,z1422,0.1375
TX,z1423,0.1375
TX,z1424,0.1375
TX,z1425,0.1375
TX,z1426,0.1375
TX,z1427,0.1375
TX,z1428,0.1375
TX,z1429,0.1375
TX,z1430,0.1375
TX,z1431,0.1375
TX,z1432,0.1375
TX,z1433,0.1375
TX,z1434,0.1375
TX,z1435,0.1375
TX,z1436,0.1375
TX,z1437,0.1375
TX,z1438,0.1375
TX,z1439,0.1375
TX,z1440,0.1375
TX,z1441,0.1375
TX,z1442,0.1375
TX,z1443,0.1375
TX,z1444,0.1375
TX,z1445,0.1375
TX,z1446,0.1375
TX,z1447,0.1375
TX,z1448,0.1375
TX,z1449,0.1375
TX,z1450,0.1375
TX,z1451,0.1375
TX,z1452,0.1375
TX,z1453,0.1375
TX,z1454,0.1375
TX,z1455,0.1375
TX,z1456,0.1375
TX,z1457,0.1375
TX,z1458,0.1375
TX,z1459,0.1375
TX,z1460,0.1375
TX,z1461,0.1375
TX,z1462,0.1375
TX,z1463,0.1375
TX,z1464,0.1375
TX,z1465,0.1375
TX,z1466,0.1375
TX,z1467,0.1375
TX,z1468,0.1375
TX,z1469,0.1375
TX,z1470,0.1375
TX,z1471,0.1375
TX,z1472,0.1375
TX,z1473,0.1375
TX,z1474,0.1375
TX,z1475,0.1375
TX,z1476,0.1375
TX,z1477,0.1375
TX,z1478,0.1375
TX,z1479,0.1375
TX,z1480,0.1375
TX,z1481,0.1375
TX,z1482,0.1375
TX,z1483,0.1375
TX,z1484,0.1375
TX,z1485,0.1375
TX,z1486,0.1375
TX,z1487,0.1375
TX,z1488,0.1375
TX,z1489,0.1375
TX,z1490,0.1375
TX,z1491,0.1375
TX,z1492,0.1375
TX,z1493,0.1375
TX,z1494,0.1375
TX,z1495,0.1375
TX,z1496,0.1375
TX,z1497,0.1375
TX,z1498,0.1375
TX,z1499,0.1375
TX,z1500,0.1375
TX,z1501,0.1375
TX,z1502,0.1375
TX,z1503,0.1375
TX,z1504,0.1375
TX,z1505,0.1375
TX,z1506,0.1375
TX,z1507,0.1375
TX,z1508,0.1375
TX,z1509,0.1375
TX,z1510,0.1375
TX,z1511,0.1375
TX,z1512,0.1375
TX,z1513,0.1375
TX,z1514,0.1375
TX,z1515,0.1375
TX,z1516,0.1375
TX,z1517,0.1375
TX,z1518,0.1375
TX,z1519,0.1375
TX,z1520,0.1375
TX,z1521,0.1375
TX,z1522,0.1375
TX,z1523,0.1375
TX,z1524,0.1375
TX,z1525,0.1375
TX,z1526,0.1375
TX,z1527,0.1375
TX,z1528,0.1375
TX,z1529,0.1375
TX,z1530,0.1375
TX,z1531,0.1375
TX,z1532,0.1375
TX,z1533,0.1375
TX,z1534,0.1375
TX,z1535,0.1375
TX,z1536,0.1375
TX,z1537,0.1375
TX,z1538,0.1375
TX,z1539,0.1375
TX,z1540,0.1375
TX,z1541,0.1375
TX,z1542,0.1375
TX,z1543,0.1375
TX,z1544,0.1375
TX,z1545,0.1375
TX,z1546,0.1375
TX,z1547,0.1375
TX,z1548,0.1375
TX,z1549,0.1375
TX,z1550,0.1375
TX,z1551,0.1375
TX,z1552,0.1375
TX,z1553,0.1375
TX,z1554,0.1375
TX,z1555,0.1375
TX,z1556,0.1375
TX,z1557,0.1375
TX,z1558,0.1375
TX,z1559,0.1375
TX,z1560,0.1375
TX,z1561,0.1375
TX,z1562,0.1375
TX,z1563,0.1375
TX,z1564,0.1375
TX,z1565,0.1375
TX,z1566,0.1375
TX,z1567,0.1375
TX,z1568,0.1375
TX,z1569,0.1375
TX,z1570,0.1375
TX,z1571,0.1375
TX,z1572,0.1375
TX,z1573,0.1375
TX,z1574,0.1375
TX,z1575,0.1375
TX,z1576,0.1375
TX,z1577,0.1375
TX,z1578,0.1375
TX,z1579,0.1375
TX,z1580,0.1375
TX,z1581,0.1375
TX,z1582,0.1375
TX,z1583,0.1375
TX,z1584,0.1375
TX,z1585,0.1375
TX,z1586,0.1375
TX,z1587,0.1375
TX,z1588,0.1375
TX,z1589,0.1375
TX,z1590,0.1375
TX,z1591,0.1375
TX,z1592,0.1375
TX,z1593,0.1375
TX,z1594,0.1375
TX,z1595,0.1375
TX,z1596,0.1375
TX,z1597,0.1375
TX,z1598,0.1375
TX,z1599,0.1375
TX,z1600,0.1375
TX,z1601,0.1375
TX,z1602,0.1375
TX,z1603,0.1375
TX,z1604,0.1375
TX,z1605,0.1375
TX,z1606,0.1375
TX,z1607,0.1375
TX,z1608,0.1375
TX,z1609,0.1375
TX,z1610,0.1375
TX,z1611,0.1375
TX,z1612,0.1375
TX,z1613,0.1375
TX,z1614,0.1375
TX,z1615,0.1375
TX,z1616,0.1375
TX,z1617,0.1375
TX,z1618,0.1375
TX,z1619,0.1375
TX,z1620,0.1375
TX,z1621,0.1375
TX,z1622,0.1375
TX,z1623,0.1375
TX,z1624,0.1375
TX,z1625,0.1375
TX,z1626,0.1375
TX,z1627,0.1375
TX,z1628,0.1375
TX,z1629,0.1375
TX,z1630,0.1375
TX,z1631,0.1375
TX,z1632,0.1375
TX,z1633,0.1375
TX,z1634,0.1375
TX,z1635,0.1375
TX,z1636,0.1375
TX,z1637,0.1375
TX,z1638,0.1375
TX,z1639,0.1375
TX,z1640,0.1375
TX,z1641,0.1375
TX,z1642,0.1375
TX,z1643,0.1375
TX,z1644,0.1375
TX,z1645,0.1375
TX,z1646,0.1375
TX,z1647,0.1375
TX,z1648,0.1375
TX,z1649,0.1375
TX,z1650,0.1375
TX,z1651,0.1375
TX,z1652,0.1375
TX,z1653,0.1375
TX,z1654,0.1375
TX,z1655,0.1375
TX,z1656,0.1375
TX,z1657,0.1375
TX,z1658,0.1375
TX,z1659,0.1375
TX,z1660,0.1375
TX,z1661,0.1375
TX,z1662,0.1375
TX,z1663,0.1375
TX,z1664,0.1375
TX,z1665,0.1375
TX,z1666,0.1375
TX,z1667,0.1375
TX,z1668,0.1375
TX,z1669,0.1375
TX,z1670,0.1375
TX,z1671,0.1375
TX,z1672,0.1375
TX,z1673,0.1375
TX,z1674,0.1375
TX,z1675,0.1375
TX,z1676,0.1375
TX,z1677,0.1375
TX,z1678,0.1375
TX,z1679,0.1375
TX,z1680,0.1375
TX,z1681,0.1375
TX,z1682,0.1375
TX,z1683,0.1375
TX,z1684,0.1375
TX,z1685,0.1375
TX,z1686,0.1375
TX,z1687,0.1375
TX,z1688,0.1375
TX,z1689,0.1375
TX,z1690,0.1375
TX,z1691,0.1375
TX,z1692,0.1375
TX,z1693,0.1375
TX,z1694,0.1375
TX,z1695,0.1375
TX,z1696,0.1375
TX,z1697,0.1375
TX,z1698,0.1375
TX,z1699,0.1375
TX,z1700,0.1375
TX,z1701,0.1375
TX,z1702,0.1375
TX,z1703,0.1375
TX,z1704,0.1375
TX,z1705,0.1375
TX,z1706,0.1375
TX,z1707,0.1375
TX,z1708,0.1375
TX,z1709,0.1375
TX,z1710,0.1375
TX,z1711,0.1375
TX,z1712,0.1375
TX,z1713,0.1375
TX,z1714,0.1375
TX,z1715,0.1375
TX,z1716,0.1375
TX,z1717,0.1375
TX,z1718,0.1375
TX,z1719,0.1375
TX,z1720,0.1375
TX,z1721,0.1375
TX,z1722,0.1375
TX,z1723,0.1375
TX,z1724,0.1375
TX,z1725,0.1375
TX,z1726,0.1375
TX,z1727,0.1375
TX,z1728,0.1375
TX,z1729,0.1375
TX,z1730,0.1375
TX,z1731,0.1375
TX,z1732,0.1375
TX,z1733,0.1375
TX,z1734,0.1375
TX,z1735,0.1375
TX,z1736,0.1375
TX,z1737,0.1375
TX,z1738,0.1375
TX,z1739,0.1375
TX,z1740,0.1375
TX,z1741,0.1375
TX,z1742,0.1375
TX,z1743,0.1375
TX,z1744,0.1375
TX,z1745,0.1375
TX,z1746,0.1375
TX,z1747,0.1375
TX,z1748,0.1375
TX,z1749,0.1375
TX,z1750,0.1375
TX,z1751,0.1375
TX,z1752,0.1375
TX,z1753,0.1375
TX,z1754,0.1375
TX,z1755,0.1375
TX,z1756,0.1375
TX,z1757,0.1375
TX,z1758,0.1375
TX,z1759,0.1375
TX,z1760,0.1375
TX,z1761,0.1375
TX,z1762,0.1375
TX,z1763,0.1375
TX,z1764,0.1375
TX,z1765,0.1375
TX,z1766,0.1375
TX,z1767,0.1375
TX,z1768,0.1375
TX,z1769,0.1375
TX,z1770,0.1375
TX,z1771,0.1375
TX,z1772,0.1375
TX,z1773,0.1375
TX,z1774,0.1375
TX,z1775,0.1375
TX,z1776,0.1375
TX,z1777,0.1375
TX,z1778,0.1375
TX,z1779,0.1375
TX,z1780,0.1375
TX,z1781,0.1375
TX,z1782,0.1375
TX,z1783,0.1375
TX,z1784,0.1375
TX,z1785,0.1375
TX,z1786,0.1375
TX,z1787,0.1375
TX,z1788,0.1375
TX,z1789,0.1375
TX,z1790,0.1375
TX,z1791,0.1375
TX,z1792,0.1375
TX,z1793,0.1375
TX,z1794,0.1375
TX,z1795,0.1375
TX,z1796,0.1375
TX,z1797,0.1375
TX,z1798,0.1375
TX,z1799,0.1375
TX,z1800,0.1375
TX,z1801,0.1375
TX,z1802,0.1375
TX,z1803,0.1375
TX,z1804,0.1375
TX,z1805,0.1375
TX,z1806,0.1375
TX,z1807,0.1375
TX,z1808,0.1375
TX,z1809,0.1375
TX,z1810,0.1375
TX,z1811,0.1375
TX,z1812,0.1375
TX,z1813,0.1375
TX,z1814,0.1375
TX,z1815,0.1375
TX,z1816,0.1375
TX,z1817,0.1375
TX,z1818,0.1375
TX,z1819,0.1375
TX,z1820,0.1375
TX,z1821,0.1375
TX,z1822,0.1375
TX,z1823,0.1375
TX,z1824,0.1375
TX,z1825,0.1375
TX,z1826,0.1375
TX,z1827,0.1375
TX,z1828,0.1375
TX,z1829,0.1375
TX,z1830,0.1375
TX,z1831,0.1375
TX,z1832,0.1375
TX,z1833,0.1375
TX,z1834,0.1375
TX,z1835,0.1375
TX,z1836,0.1375
TX,z1837,0.1375
TX,z1838,0.1375
TX,z1839,0.1375
TX,z1840,0.1375
TX,z1841,0.1375
TX,z1842,0.1375
TX,z1843,0.1375
TX,z1844,0.1375
TX,z1845,0.1375
TX,z1846,0.1375
TX,z1847,0.1375
TX,z1848,0.1375
TX,z1849,0.1375
TX,z1850,0.1375
TX,z1851,0.1375
TX,z1852,0.1375
TX,z1853,0.1375
TX,z1854,0.1375
TX,z1855,0.1375
TX,z1856,0.1375
TX,z1857,0.1375
TX,z1858,0.1375
TX,z1859,0.1375
TX,z1860,0.1375
TX,z1861,0.1375
TX,z1862,0.1375
TX,z1863,0.1375
TX,z1864,0.1375
TX,z1865,0.1375
TX,z1866,0.1375
TX,z1867,0.1375
TX,z1868,0.1375
TX,z1869,0.1375
TX,z1870,0.1375
TX,z1871,0.1375
TX,z1872,0.1375
TX,z1873,0.1375
TX,z1874,0.1375
TX,z1875,0.1375
TX,z1876,0.1375
TX,z1877,0.1375
TX,z1878,0.1375
TX,z1879,0.1375
TX,z1880,0.1375
TX,z1881,0.1375
TX,z1882,0.1375
TX,z1883,0.1375
TX,z1884,0.1375
TX,z1885,0.1375
TX,z1886,0.1375
TX,z1887,0.1375
TX,z1888,0.1375
TX,z1889,0.1375
TX,z1890,0.1375
TX,z1891,0.1375
TX,z1892,0.1375
TX,z1893,0.1375
TX,z1894,0.1375
TX,z1895,0.1375
TX,z1896,0.1375
TX,z1897,0.1375
TX,z1898,0.1375
TX,z1899,0.1375
TX,z1900,0.1375
TX,z1901,0.1375
TX,z1902,0.1375
TX,z1903,0.1375
TX,z1904,0.1375
TX,z1905,0.1375
TX,z1906,0.1375
TX,z1907,0.1375
TX,z1908,0.1375
TX,z1909,0.1375
TX,z1910,0.1375
TX,z1911,0.1375
TX,z1912,0.1375
TX,z1913,0.1375
TX,z1914,0.1375
TX,z1915,0.1375
TX,z1916,0.1375
TX,z1917,0.1375
TX,z1918,0.1375
TX,z1919,0.1375
TX,z1920,0.1375
TX,z1921,0.1375
TX,z1922,0.1375
TX,z1923,0.1375
TX,z1924,0.1375
TX,z1925,0.1375
TX,z1926,0.1375
TX,z1927,0.1375
TX,z1928,0.1375
TX,z1929,0.1375
TX,z1930,0.1375
TX,z1931,0.1375
TX,z1932,0.1375
TX,z1933,0.1375
TX,z1934,0.1375
TX,z1935,0.1375
TX,z1936,0.1375
TX,z1937,0.1375
TX,z1938,0.1375
TX,z1939,0.1375
TX,z1940,0.1375
TX,z1941,0.1375
TX,z1942,0.1375
TX,z1943,0.1375
TX,z1944,0.1375
TX,z1945,0.1375
TX,z1946,0.1375
TX,z1947,0.1375
TX,z1948,0.1375
TX,z1949,0.1375
TX,z1950,0.1375
TX,z1951,0.1375
TX,z1952,0.1375
TX,z1953,0.1375
TX,z1954,0.1375
TX,z1955,0.1375
TX,z1956,0.1375
TX,z1957,0.1375
TX,z1958,0.1375
TX,z1959,0.1375
TX,z1960,0.1375
TX,z1961,0.1375
TX,z1962,0.1375
TX,z1963,0.1375
TX,z1964,0.1375
TX,z1965,0.1375
TX,z1966,0.1375
TX,z1967,0.1375
TX,z1968,0.1375
TX,z1969,0.1375
TX,z1970,0.1375
TX,z1971,0.1375
TX,z1972,0.1375
TX,z1973,0.1375
TX,z1974,0.1375
TX,z1975,0.1375
TX,z1976,0.1375
TX,z1977,0.1375
TX,z1978,0.1375
TX,z1979,0.1375
TX,z1980,0.1375
TX,z1981,0.1375
TX,z1982,0.1375
TX,z1983,0.1375
TX,z1984,0.1375
TX,z1985,0.1375
TX,z1986,0.1375
TX,z1987,0.1375
TX,z1988,0.1375
TX,z1989,0.1375
TX,z1990,0.1375
TX,z1991,0.1375
TX,z1992,0.1375
TX,z1993,0.1375
TX,z1994,0.1375
TX,z1995,0.1375
TX,z1996,0.1375
TX,z1997,0.1375
TX,z1998,0.1375
TX,z1999,0.1375
TX,z2000,0.1375
TX,z2001,0.1375
TX,z2002,0.1375
TX,z2003,0.1375
TX,z2004,0.1375
TX,z2005,0.1375
TX,z2006,0.1375
TX,z2007,0.1375
TX,z2008,0.1375
TX,z2009,0.1375
TX,z2010,0.1375
TX,z2011,0.1375
TX,z2012,0.1375
TX,z2013,0.1375
TX,z2014,0.1375
TX,z2015,0.1375
TX,z2016,0.1375
TX,z2017,0.1375
TX,z2018,0.1375
TX,z2019,0.1375
TX,z2020,0.1375
TX,z2021,0.1375
TX,z2022,0.1375
TX,z2023,0.1375
TX,z2024,0.1375
TX,z2025,0.1375
TX,z2026,0.1375
TX,z2027,0.1375
TX,z2028,0.1375
TX,z2029,0.1375
TX,z2030,0.1375
TX,z2031,0.1375
TX,z2032,0.1375
TX,z2033,0.1375
TX,z2034,0.1375
TX,z2035,0.1375
TX,z2036,0.1375
TX,z2037,0.1375
TX,z2038,0.1375
TX,z2039,0.1375
TX,z2040,0.1375
TX,z2041,0.1375
TX,z2042,0.1375
TX,z2043,0.1375
TX,z2044,0.1375
TX,z2045,0.1375
TX,z2046,0.1375
TX,z2047,0.1375
TX,z2048,0.1375
TX,z2049,0.1375
TX,z2050,0.1375
TX,z2051,0.1375
TX,z2052,0.1375
TX,z2053,0.1375
TX,z2054,0.1375
TX,z2055,0.1375
TX,z2056,0.1375
TX,z2057,0.1375
TX,z2058,0.1375
TX,z2059,0.1375
TX,z2060,0.1375
TX,z2061,0.1375
TX,z2062,0.1375
TX,z2063,0.1375
TX,z2064,0.1375
TX,z2065,0.1375
TX,z2066,0.1375
TX,z2067,0.1375
TX,z2068,0.1375
TX,z2069,0.1375
TX,z2070,0.1375
TX,z2071,0.1375
TX,z2072,0.1375
TX,z2073,0.1375
TX,z2074,0.1375
TX,z2075,0.1375
TX,z2076,0.1375
TX,z2077,0.1375
TX,z2078,0.1375
TX,z2079,0.1375
TX,z2080,0.1375
TX,z2081,0.1375
TX,z2082,0.1375
TX,z2083,0.1375
TX,z2084,0.1375
TX,z2085,0.1375
TX,z2086,0.1375
TX,z2087,0.1375
TX,z2088,0.1375
TX,z2089,0.1375
TX,z2090,0.1375
TX,z2091,0.1375
TX,z2092,0.1375
TX,z2093,0.1375
TX,z2094,0.1375
TX,z2095,0.1375
TX,z2096,0.1375
TX,z2097,0.1375
TX,z2098,0.1375
TX,z2099,0.1375
TX,z2100,0.1375
TX,z2101,0.1375
TX,z2102,0.1375
TX,z2103,0.1375
TX,z2104,0.1375
TX,z2105,0.1375
TX,z2106,0.1375
TX,z2107,0.1375
TX,z2108,0.1375
TX,z2109,0.1375
TX,z2110,0.1375
TX,z2111,0.1375
TX,z2112,0.1375
TX,z2113,0.1375
TX,z2114,0.1375
TX,z2115,0.1375
TX,z2116,0.1375
TX,z2117,0.1375
TX,z2118,0.1375
TX,z2119,0.1375
TX,z2120,0.1375
TX,z2121,0.1375
TX,z2122,0.1375
TX,z2123,0.1375
TX,z2124,0.1375
TX,z2125,0.1375
TX,z2126,0.1375
TX,z2127,0.1375
TX,z2128,0.1375
TX,z2129,0.1375
TX,z2130,0.1375
TX,z2131,0.1375
TX,z2132,0.1375
TX,z2133,0.1375
TX,z2134,0.1375
TX,z2135,0.1375
TX,z2136,0.1375
TX,z2137,0.1375
TX,z2138,0.1375
TX,z2139,0.1375
TX,z2140,0.1375
TX,z2141,0.1375
TX,z2142,0.1375
TX,z2143,0.1375
TX,z2144,0.1375
TX,z2145,0.1375
TX,z2146,0.1375
TX,z2147,0.1375
TX,z2148,0.1375
TX,z2149,0.1375
TX,z2150,0.1375
TX,z2151,0.1375
TX,z2152,0.1375
TX,z2153,0.1375
TX,z2154,0.1375
TX,z2155,0.1375
TX,z2156,0.1375
TX,z2157,0.1375
TX,z2158,0.1375
TX,z2159,0.1375
TX,z2160,0.1375
TX,z2161,0.1375
TX,z2162,0.1375
TX,z2163,0.1375
TX,z2164,0.1375
TX,z2165,0.1375
TX,z2166,0.1375
TX,z2167,0.1375
TX,z2168,0.1375
TX,z2169,0.1375
TX,z2170,0.1375
TX,z2171,0.1375
TX,z2172,0.1375
TX,z2173,0.1375
TX,z2174,0.1375
TX,z2175,0.1375
TX,z2176,0.1375
TX,z2177,0.1375
TX,z2178,0.1375
TX,z2179,0.1375
TX,z2180,0.1375
TX,z2181,0.1375
TX,z2182,0.1375
TX,z2183,0.1375
TX,z2184,0.1375
TX,z2185,0.1375
TX,z2186,0.1375
TX,z2187,0.1375
TX,z2188,0.1375
TX,z2189,0.1375
TX,z2190,0.1375
TX,z2191,0.1375
TX,z2192,0.1375
TX,z2193,0.1375
TX,z2194,0.1375
TX,z2195,0.1375
TX,z2196,0.1375
TX,z2197,0.1375
TX,z2198,0.1375
TX,z2199,0.1375
TX,z2200,0.1375
TX,z2201,0.1375
TX,z2202,0.1375
TX,z2203,0.1375
TX,z2204,0.1375
TX,z2205,0.1375
TX,z2206,0.1375
TX,z2207,0.1375
TX,z2208,0.1375
TX,z2209,0.1375
TX,z2210,0.1375
TX,z2211,0.1375
TX,z2212,0.1375
TX,z2213,0.1375
TX,z2214,0.1375
TX,z2215,0.1375
TX,z2216,0.1375
TX,z2217,0.1375
TX,z2218,0.1375
TX,z2219,0.1375
TX,z2220,0.1375
TX,z2221,0.1375
TX,z2222,0.1375
TX,z2223,0.1375
TX,z2224,0.1375
TX,z2225,0.1375
TX,z2226,0.1375
TX,z2227,0.1375
TX,z2228,0.1375
TX,z2229,0.1375
TX,z2230,0.1375
TX,z2231,0.1375
TX,z2232,0.1375
TX,z2233,0.1375
TX,z2234,0.1375
TX,z2235,0.1375
TX,z2236,0.1375
TX,z2237,0.1375
TX,z2238,0.1375
TX,z2239,0.1375
TX,z2240,0.1375
TX,z2241,0.1375
TX,z2242,0.1375
TX,z2243,0.1375
TX,z2244,0.1375
TX,z2245,0.1375
TX,z2246,0.1375
TX,z2247,0.1375
TX,z2248,0.1375
TX,z2249,0.1375
TX,z2250,0.1375
TX,z2251,0.1375
TX,z2252,0.1375
TX,z2253,0.1375
TX,z2254,0.1375
TX,z2255,0.1375
TX,z2256,0.1375
TX,z2257,0.1375
TX,z2258,0.1375
TX,z2259,0.1375
TX,z2260,0.1375
TX,z2261,0.1375
TX,z2262,0.1375
TX,z2263,0.1375
TX,z2264,0.1375
TX,z2265,0.1375
TX,z2266,0.1375
TX,z2267,0.1375
TX,z2268,0.1375
TX,z2269,0.1375
TX,z2270,0.1375
TX,z2271,0.1375
TX,z2272,0.1375
TX,z2273,0.1375
TX,z2274,0.1375
TX,z2275,0.1375
TX,z2276,0.1375
TX,z2277,0.1375
TX,z2278,0.1375
TX,z2279,0.1375
TX,z2280,0.1375
TX,z2281,0.1375
TX,z2282,0.1375
TX,z2283,0.1375
TX,z2284,0.1375
TX,z2285,0.1375
TX,z2286,0.1375
TX,z2287,0.1375
TX,z2288,0.1375
TX,z2289,0.1375
TX,z2290,0.1375
TX,z2291,0.1375
TX,z2292,0.1375
TX,z2293,0.1375
TX,z2294,0.1375
TX,z2295,0.1375
TX,z2296,0.1375
TX,z2297,0.1375
TX,z2298,0.1375
TX,z2299,0.1375
TX,z2300,0.1375
TX,z2301,0.1375
TX,z2302,0.1375
TX,z2303,0.1375
TX,z2304,0.1375
TX,z2305,0.1375
TX,z2306,0.1375
TX,z2307,0.1375
TX,z2308,0.1375
TX,z2309,0.1375
TX,z2310,0.1375
TX,z2311,0.1375
TX,z2312,0.1375
TX,z2313,0.1375
TX,z2314,0.1375
TX,z2315,0.1375
TX,z2316,0.1375
TX,z2317,0.1375
TX,z2318,0.1375
TX,z2319,0.1375
TX,z2320,0.1375
TX,z2321,0.1375
TX,z2322,0.1375
TX,z2323,0.1375
TX,z2324,0.1375
TX,z2325,0.1375
TX,z2326,0.1375
TX,z2327,0.1375
TX,z2328,0.1375
TX,z2329,0.1375
TX,z2330,0.1375
TX,z2331,0.1375
TX,z2332,0.1375
TX,z2333,0.1375
TX,z2334,0.1375
TX,z2335,0.1375
TX,z2336,0.1375
TX,z2337,0.1375
TX,z2338,0.1375
TX,z2339,0.1375
TX,z2340,0.1375
TX,z2341,0.1375
TX,z2342,0.1375
TX,z2343,0.1375
TX,z2344,0.1375
TX,z2345,0.1375
TX,z2346,0.1375
TX,z2347,0.1375
TX,z2348,0.1375
TX,z2349,0.1375
TX,z2350,0.1375
TX,z2351,0.1375
TX,z2352,0.1375
TX,z2353,0.1375
TX,z2354,0.1375
TX,z2355,0.1375
TX,z2356,0.1375
TX,z2357,0.1375
TX,z2358,0.1375
TX,z2359,0.1375
TX,z2360,0.1375
TX,z2361,0.1375
TX,z2362,0.1375
TX,z2363,0.1375
TX,z2364,0.1375
TX,z2365,0.1375
TX,z2366,0.1375
TX,z2367,0.1375
TX,z2368,0.1375
TX,z2369,0.1375
TX,z2370,0.1375
TX,z2371,0.1375
TX,z2372,0.1375
TX,z2373,0.1375
TX,z2374,0.1375
TX,z2375,0.1375
TX,z2376,0.1375
TX,z2377,0.1375
TX,z2378,0.1375
TX,z2379,0.1375
TX,z2380,0.1375
TX,z2381,0.1375
TX,z2382,0.1375
TX,z2383,0.1375
TX,z2384,0.1375
TX,z2385,0.1375
TX,z2386,0.1375
TX,z2387,0.1375
TX,z2388,0.1375
TX,z2389,0.1375
