interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,coast,east,far_west,north,north_central,south_central,southern,west,system_total
2025-03-01T00:00:00-06:00,2025-03-01 06:00:00+00:00,2025-03-01T01:00:00-06:00,2025-03-01 07:00:00+00:00,10519.66,1458.28,7033.62,1397.21,10662.71,6131.93,3276.44,1012.34,41492.2
2025-03-01T01:00:00-06:00,2025-03-01 07:00:00+00:00,2025-03-01T02:00:00-06:00,2025-03-01 08:00:00+00:00,10231.5,1295.8,7227.78,1436.38,10186.82,5928.56,3098.48,1063.39,40468.7
2025-03-01T02:00:00-06:00,2025-03-01 08:00:00+00:00,2025-03-01T03:00:00-06:00,2025-03-01 09:00:00+00:00,10046.67,1279.07,7319.99,1402.03,10012.46,5848.56,3268.97,1032.27,40210.03
2025-03-01T03:00:00-06:00,2025-03-01 09:00:00+00:00,2025-03-01T04:00:00-06:00,2025-03-01 10:00:00+00:00,9974.17,1281.46,6993.84,1331.88,9943.63,5852.3,3175.36,1045.32,39597.96
2025-03-01T04:00:00-06:00,2025-03-01 10:00:00+00:00,2025-03-01T05:00:00-06:00,2025-03-01 11:00:00+00:00,10012.83,1296.83,6773.52,1349.38,10058.4,5785.87,3012.93,1075.9,39365.66
2025-03-01T05:00:00-06:00,2025-03-01 11:00:00+00:00,2025-03-01T06:00:00-06:00,2025-03-01 12:00:00+00:00,10271.9,1360.03,6544.97,1390.34,10500.51,5951.17,3045.1,1065.87,40129.88
2025-03-01T06:00:00-06:00,2025-03-01 12:00:00+00:00,2025-03-01T07:00:00-06:00,2025-03-01 13:00:00+00:00,10292.67,1395.18,6624.99,1441.25,11006.79,6279.97,3155.57,1134.76,41331.17
2025-03-01T07:00:00-06:00,2025-03-01 13:00:00+00:00,2025-03-01T08:00:00-06:00,2025-03-01 14:00:00+00:00,10559.51,1431.78,6601.4,1396.15,11565.6,6521.86,3169.58,1220.71,42466.58
2025-03-01T08:00:00-06:00,2025-03-01 14:00:00+00:00,2025-03-01T09:00:00-06:00,2025-03-01 15:00:00+00:00,11229.37,1463.16,7780.53,1656.4,12105.2,6659.63,3378.92,1236.34,45509.55
2025-03-01T09:00:00-06:00,2025-03-01 15:00:00+00:00,2025-03-01T10:00:00-06:00,2025-03-01 16:00:00+00:00,11474.38,1538.45,7813.33,1565.6,12322.61,6584.73,3577.69,1297.8,46174.59
2025-03-01T10:00:00-06:00,2025-03-01 16:00:00+00:00,2025-03-01T11:00:00-06:00,2025-03-01 17:00:00+00:00,11686.13,1359.98,7717.04,1541.97,11921.14,6600.39,3781.42,1239.17,45847.24
2025-03-01T11:00:00-06:00,2025-03-01 17:00:00+00:00,2025-03-01T12:00:00-06:00,2025-03-01 18:00:00+00:00,11990.04,1262.78,7588.15,1619.09,12124.81,6756.33,4004.83,1244.37,46590.41
2025-03-01T12:00:00-06:00,2025-03-01 18:00:00+00:00,2025-03-01T13:00:00-06:00,2025-03-01 19:00:00+00:00,12340.8,1293.63,7355.77,1575.08,11835.93,6928.64,4053.67,1186.27,46569.79
2025-03-01T13:00:00-06:00,2025-03-01 19:00:00+00:00,2025-03-01T14:00:00-06:00,2025-03-01 20:00:00+00:00,12398.96,1278.35,7356.56,1579.98,11865.64,7241.53,4307.72,1236.14,47264.89
2025-03-01T14:00:00-06:00,2025-03-01 20:00:00+00:00,2025-03-01T15:00:00-06:00,2025-03-01 21:00:00+00:00,12765.59,1331.98,7413.22,1552.54,11970.34,7553.73,4453.17,1222.87,48263.44
2025-03-01T15:00:00-06:00,2025-03-01 21:00:00+00:00,2025-03-01T16:00:00-06:00,2025-03-01 22:00:00+00:00,12992.43,1379.58,7280.02,1582.32,12334.25,7776.26,4314.82,1195.48,48855.18
2025-03-01T16:00:00-06:00,2025-03-01 22:00:00+00:00,2025-03-01T17:00:00-06:00,2025-03-01 23:00:00+00:00,13142.23,1413.16,7308.42,1560.09,12544.92,8021.82,4332.4,1212.82,49535.86
2025-03-01T17:00:00-06:00,2025-03-01 23:00:00+00:00,2025-03-01T18:00:00-06:00,2025-03-02 00:00:00+00:00,13090.22,1451.08,7214.32,1560.86,12592.85,8144.64,4149.65,1119.51,49323.14
2025-03-01T18:00:00-06:00,2025-03-02 00:00:00+00:00,2025-03-01T19:00:00-06:00,2025-03-02 01:00:00+00:00,12737.61,1501.97,6476.58,1168.5,12658.68,8026.27,4063.37,1069.25,47702.22
2025-03-01T19:00:00-06:00,2025-03-02 01:00:00+00:00,2025-03-01T20:00:00-06:00,2025-03-02 02:00:00+00:00,12390.73,1471.93,6708.16,1505.27,12601.92,7893.35,3980.11,1071.08,47622.55
2025-03-01T20:00:00-06:00,2025-03-02 02:00:00+00:00,2025-03-01T21:00:00-06:00,2025-03-02 03:00:00+00:00,12050.57,1526.21,7235.15,1548.49,12287.49,7694.94,3882.35,1023.25,47248.45
2025-03-01T21:00:00-06:00,2025-03-02 03:00:00+00:00,2025-03-01T22:00:00-06:00,2025-03-02 04:00:00+00:00,11798.5,1467.2,7249.6,1524.69,12050.92,7404.17,3761.54,1015.06,46271.68
2025-03-01T22:00:00-06:00,2025-03-02 04:00:00+00:00,2025-03-01T23:00:00-06:00,2025-03-02 05:00:00+00:00,11470.63,1428.18,7291.79,1615.76,11803.37,7158.54,3654.93,1044.48,45467.68
2025-03-01T23:00:00-06:00,2025-03-02 05:00:00+00:00,2025-03-02T00:00:00-06:00,2025-03-02 06:00:00+00:00,10962.55,1338.41,7168.75,1465.38,11111.02,6681.34,3452.36,1014.47,43194.29
2025-03-02T00:00:00-06:00,2025-03-02 06:00:00+00:00,2025-03-02T01:00:00-06:00,2025-03-02 07:00:00+00:00,10583.66,1264.45,7256.06,1488.64,10570.67,6268.35,3249.13,909.15,41590.12
2025-03-02T01:00:00-06:00,2025-03-02 07:00:00+00:00,2025-03-02T02:00:00-06:00,2025-03-02 08:00:00+00:00,10241.42,1283.86,7235.36,1417.87,10212.59,5958.36,3140.85,882.66,40372.96
2025-03-02T02:00:00-06:00,2025-03-02 08:00:00+00:00,2025-03-02T03:00:00-06:00,2025-03-02 09:00:00+00:00,10000.56,1248.19,7220.56,1412.61,9911.48,5792.2,3031.11,916.24,39532.94
2025-03-02T03:00:00-06:00,2025-03-02 09:00:00+00:00,2025-03-02T04:00:00-06:00,2025-03-02 10:00:00+00:00,9875.52,1230.77,7176.69,1414.94,9970.95,5762.99,2938.68,935.44,39305.98
2025-03-02T04:00:00-06:00,2025-03-02 10:00:00+00:00,2025-03-02T05:00:00-06:00,2025-03-02 11:00:00+00:00,9850.72,1243.04,7186.83,1418.23,9930.66,5618.31,2875.95,914.23,39037.97
