interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,coast,east,far_west,north,north_central,south_central,southern,west,system_total
2025-04-01T00:00:00-05:00,2025-04-01 05:00:00+00:00,2025-04-01T01:00:00-05:00,2025-04-01 06:00:00+00:00,12604.44,1352.25,7196.19,1412.34,10493.2,6759.44,3563.91,1019.59,44401.35
2025-04-01T01:00:00-05:00,2025-04-01 06:00:00+00:00,2025-04-01T02:00:00-05:00,2025-04-01 07:00:00+00:00,12195.91,1335.49,7263.76,1535.72,10278.43,6464.97,3440.62,946.72,43461.62
2025-04-01T02:00:00-05:00,2025-04-01 07:00:00+00:00,2025-04-01T03:00:00-05:00,2025-04-01 08:00:00+00:00,11909.16,1249.45,7064.05,1439.57,10014.77,6266.56,3182.52,1001.86,42127.94
2025-04-01T03:00:00-05:00,2025-04-01 08:00:00+00:00,2025-04-01T04:00:00-05:00,2025-04-01 09:00:00+00:00,11703.44,1247.16,6940.7,1380.71,9758.28,6053.86,3114.5,1051.49,41250.15
2025-04-01T04:00:00-05:00,2025-04-01 09:00:00+00:00,2025-04-01T05:00:00-05:00,2025-04-01 10:00:00+00:00,11918.96,1267.12,6975.84,1389.81,9908.19,6093.48,3191.19,948.09,41692.67
2025-04-01T05:00:00-05:00,2025-04-01 10:00:00+00:00,2025-04-01T06:00:00-05:00,2025-04-01 11:00:00+00:00,11921.2,1317.49,6995.38,1418.35,10532.11,6295.75,3201.33,971.08,42652.7
2025-04-01T06:00:00-05:00,2025-04-01 11:00:00+00:00,2025-04-01T07:00:00-05:00,2025-04-01 12:00:00+00:00,12490.69,1414.47,7032.01,1531.0,11558.78,6796.88,3389.06,984.18,45197.06
2025-04-01T07:00:00-05:00,2025-04-01 12:00:00+00:00,2025-04-01T08:00:00-05:00,2025-04-01 13:00:00+00:00,12827.21,1435.83,7116.81,1529.35,12304.1,7125.19,3456.73,986.09,46781.32
2025-04-01T08:00:00-05:00,2025-04-01 13:00:00+00:00,2025-04-01T09:00:00-05:00,2025-04-01 14:00:00+00:00,13085.14,1515.47,7571.06,1490.18,12414.17,7300.61,3506.02,1060.15,47942.81
2025-04-01T09:00:00-05:00,2025-04-01 14:00:00+00:00,2025-04-01T10:00:00-05:00,2025-04-01 15:00:00+00:00,13633.6,1539.48,8099.12,1561.49,12723.06,7450.55,3660.79,1165.04,49833.13
