interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,coast,east,far_west,north,north_central,south_central,southern,west,system_total
2025-07-01T00:00:00-05:00,2025-07-01 05:00:00+00:00,2025-07-01T01:00:00-05:00,2025-07-01 06:00:00+00:00,14148.34,1876.2,7216.17,1880.29,15997.85,8462.88,3850.58,1510.81,54943.11
2025-07-01T01:00:00-05:00,2025-07-01 06:00:00+00:00,2025-07-01T02:00:00-05:00,2025-07-01 07:00:00+00:00,13573.9,1804.44,7250.56,1861.31,14990.12,8091.14,3713.29,1433.5,52718.26
2025-07-01T02:00:00-05:00,2025-07-01 07:00:00+00:00,2025-07-01T03:00:00-05:00,2025-07-01 08:00:00+00:00,13292.47,1706.3,7185.62,1795.72,14380.54,7777.12,3588.25,1391.59,51117.6
2025-07-01T03:00:00-05:00,2025-07-01 08:00:00+00:00,2025-07-01T04:00:00-05:00,2025-07-01 09:00:00+00:00,12982.39,1655.36,7174.04,1750.34,13826.6,7578.41,3546.53,1222.45,49736.13
2025-07-01T04:00:00-05:00,2025-07-01 09:00:00+00:00,2025-07-01T05:00:00-05:00,2025-07-01 10:00:00+00:00,12994.8,1640.4,7199.75,1804.06,13586.75,7615.96,3561.52,1211.08,49614.32
2025-07-01T05:00:00-05:00,2025-07-01 10:00:00+00:00,2025-07-01T06:00:00-05:00,2025-07-01 11:00:00+00:00,13256.34,1673.07,7030.44,1840.47,13861.49,7728.99,3636.21,1225.83,50252.85
2025-07-01T06:00:00-05:00,2025-07-01 11:00:00+00:00,2025-07-01T07:00:00-05:00,2025-07-01 12:00:00+00:00,13519.94,1710.27,7017.33,1863.03,14190.09,7910.37,3686.44,1305.12,51202.58
2025-07-01T07:00:00-05:00,2025-07-01 12:00:00+00:00,2025-07-01T08:00:00-05:00,2025-07-01 13:00:00+00:00,13822.57,1712.05,6959.64,1927.04,14741.03,8147.54,3739.54,1380.53,52429.95
2025-07-01T08:00:00-05:00,2025-07-01 13:00:00+00:00,2025-07-01T09:00:00-05:00,2025-07-01 14:00:00+00:00,14778.92,1755.32,7490.41,2061.44,15876.74,8534.81,3943.6,1531.48,55972.71
2025-07-01T09:00:00-05:00,2025-07-01 14:00:00+00:00,2025-07-01T10:00:00-05:00,2025-07-01 15:00:00+00:00,16045.0,1934.57,7953.96,2044.58,17156.55,9158.43,4181.8,1563.46,60038.34
2025-07-01T10:00:00-05:00,2025-07-01 15:00:00+00:00,2025-07-01T11:00:00-05:00,2025-07-01 16:00:00+00:00,17447.56,2187.08,8069.48,2099.67,18215.93,9797.5,4416.03,1581.46,63814.71
2025-07-01T11:00:00-05:00,2025-07-01 16:00:00+00:00,2025-07-01T12:00:00-05:00,2025-07-01 17:00:00+00:00,18547.11,2296.2,7822.28,2172.35,19377.07,10464.01,4390.46,1589.29,66658.78
2025-07-01T12:00:00-05:00,2025-07-01 17:00:00+00:00,2025-07-01T13:00:00-05:00,2025-07-01 18:00:00+00:00,19553.73,2421.55,7615.72,2222.84,20816.22,11047.17,4828.85,1546.54,70052.63
2025-07-01T13:00:00-05:00,2025-07-01 18:00:00+00:00,2025-07-01T14:00:00-05:00,2025-07-01 19:00:00+00:00,20229.79,2510.73,7405.56,2240.04,21908.78,11685.98,4892.35,1555.24,72428.47
2025-07-01T14:00:00-05:00,2025-07-01 19:00:00+00:00,2025-07-01T15:00:00-05:00,2025-07-01 20:00:00+00:00,20857.82,2690.76,7294.22,2265.47,22659.02,12129.42,4766.81,1635.0,74298.53
2025-07-01T15:00:00-05:00,2025-07-01 20:00:00+00:00,2025-07-01T16:00:00-05:00,2025-07-01 21:00:00+00:00,21346.92,2779.99,7121.14,2364.59,23355.88,12484.91,4727.52,1657.65,75838.59
2025-07-01T16:00:00-05:00,2025-07-01 21:00:00+00:00,2025-07-01T17:00:00-05:00,2025-07-01 22:00:00+00:00,21575.48,2821.68,7054.31,2359.58,23370.06,12661.3,4554.94,1685.76,76083.11
2025-07-01T17:00:00-05:00,2025-07-01 22:00:00+00:00,2025-07-01T18:00:00-05:00,2025-07-01 23:00:00+00:00,21439.16,2717.85,6719.94,2407.15,22837.03,12619.53,4334.68,1717.17,74792.51
2025-07-01T18:00:00-05:00,2025-07-01 23:00:00+00:00,2025-07-01T19:00:00-05:00,2025-07-02 00:00:00+00:00,20705.71,2704.13,6505.97,2419.45,22226.46,12524.69,4359.53,1716.27,73162.2
2025-07-01T19:00:00-05:00,2025-07-02 00:00:00+00:00,2025-07-01T20:00:00-05:00,2025-07-02 01:00:00+00:00,19838.5,2582.4,6503.32,2266.46,21102.33,12211.96,4303.11,1691.71,70499.79
2025-07-01T20:00:00-05:00,2025-07-02 01:00:00+00:00,2025-07-01T21:00:00-05:00,2025-07-02 02:00:00+00:00,19080.6,2445.92,6328.16,1817.14,20418.34,11724.75,4373.17,1626.29,67814.38
2025-07-01T21:00:00-05:00,2025-07-02 02:00:00+00:00,2025-07-01T22:00:00-05:00,2025-07-02 03:00:00+00:00,18379.65,2327.74,6093.25,1844.72,19869.0,11220.24,4318.31,1653.37,65706.28
2025-07-01T22:00:00-05:00,2025-07-02 03:00:00+00:00,2025-07-01T23:00:00-05:00,2025-07-02 04:00:00+00:00,17506.54,2264.06,6272.44,1709.11,18774.13,10689.27,4150.69,1626.51,62992.76
2025-07-01T23:00:00-05:00,2025-07-02 04:00:00+00:00,2025-07-02T00:00:00-05:00,2025-07-02 05:00:00+00:00,16640.41,2210.36,6478.55,1912.69,17809.38,10220.01,3951.95,1548.57,60771.91
2025-07-02T00:00:00-05:00,2025-07-02 05:00:00+00:00,2025-07-02T01:00:00-05:00,2025-07-02 06:00:00+00:00,15750.39,2040.22,7045.59,1894.98,16490.55,9538.14,3795.99,1508.15,58064.02
2025-07-02T01:00:00-05:00,2025-07-02 06:00:00+00:00,2025-07-02T02:00:00-05:00,2025-07-02 07:00:00+00:00,15102.61,1862.88,7367.23,1850.19,15429.23,8998.12,3681.2,1528.69,55820.15
